C,H
0.9278451458363143,0.07215485416365992
0.9283623834914607,0.07163761650854263
0.1828326943330449,0.8171673056669914
0.9276598790618967,0.07234012093815047
0.7005429665127519,0.29945703348729796
0.9046761994648279,0.09532380053515202
0.12637891513161917,0.8736210848683948
0.9292019870727939,0.07079801292721395
0.9133327234506406,0.08666727654938144
0.6186608452427135,0.3813391547572432
0.18156300723220828,0.8184369927676998
0.8370982546272342,0.1629017453727351
0.5096657717923562,0.49033422820763106
0.3941495192551142,0.6058504807449185
0.08822216579233859,0.9117778342076485
0.6336484284823923,0.36635157151763154
0.9057986363082048,0.0942013636917621
0.07776761898005208,0.9222323810198868
0.7210106021736427,0.27898939782633403
0.6485923441105222,0.35140765588950584
0.17597635116545243,0.8240236488346216
0.9299957822271854,0.07000421777285397
0.9299713894947126,0.07002861050532973
0.9295269612989564,0.07047303870100975
0.5256770168300401,0.47432298316997556
0.9299813322291725,0.07001866777085088
0.9039202544495946,0.09607974555041811
0.8662410953400552,0.13375890465994383
0.9143757499438475,0.08562425005614399
0.9002745909288243,0.09972540907121785
0.9286101303504458,0.07138986964955245
0.7779064109282284,0.2220935890717898
0.6530441677762159,0.34695583222374304
0.6777352375486061,0.3222647624514279
0.7290254604317796,0.2709745395681868
0.7574150698459242,0.24258493015410568
0.672250088313585,0.3277499116864471
0.446636957485693,0.553363042514294
0.9078300568645074,0.09216994313554122
0.929674079951624,0.07032592004836125
0.5472659761947613,0.4527340238052203
0.9296388022018509,0.070361197798113
0.9137978893490064,0.08620211065098464
0.22389382955572829,0.7761061704442924
0.7707275896881234,0.22927241031186432
0.929797488599599,0.0702025114004072
0.5172760353606842,0.4827239646392695
0.2284576473276039,0.7715423526724173
0.07146394557064836,0.928536054429336
0.4922460224868471,0.5077539775131121
0.9299999680684874,0.07000003193153805
0.8959383710518246,0.10406162894815588
0.3278691617902425,0.6721308382097405
0.9292677587476175,0.07073224125239234
0.9035705216661001,0.09642947833387305
0.5163854721737262,0.4836145278262501
0.9125243942847246,0.08747560571531096
0.9288393028427516,0.07116069715720978
0.8218774575592769,0.17812254244072243
0.9298292271589125,0.07017077284113091
0.9272558331210963,0.07274416687893664
0.09349393952404114,0.9065060604759918
0.3602557347784713,0.639744265221519
0.915071865060354,0.08492813493965556
0.5059886432952827,0.49401135670467167
0.452696926221194,0.5473030737787764
0.6430226584203684,0.35697734157965705
0.4192457457666528,0.5807542542333252
0.9297738797987762,0.0702261202012066
0.4668952390955837,0.533104760904409
0.4680813390347019,0.5319186609653321
0.4815783155413472,0.5184216844586431
0.9299998140595445,0.07000018594046153
0.2256727205734772,0.7743272794265426
0.9295461813726703,0.07045381862731832
0.9047599468212881,0.09524005317867301
0.7688906974753291,0.2311093025246564
0.9232525188660636,0.07674748113390373
0.3625762215235409,0.6374237784763921
0.25044197967604376,0.7495580203239457
0.7538920841694233,0.24610791583056557
0.9299766669422999,0.07002333305767626
0.35784640406932233,0.642153595930671
0.9299990499489394,0.07000095005109618
0.31754572397952646,0.6824542760204875
0.9299999659703286,0.07000003402970462
0.7949522029875024,0.2050477970124955
0.9294012375532537,0.07059876244676648
0.92999568080762,0.07000431919236903
0.5296904590154812,0.47030954098455635
0.6794057360989134,0.3205942639010478
0.929758751986099,0.07024124801392291
0.9154819240153169,0.08451807598470035
0.8783643254867738,0.1216356745132207
0.43723394406162486,0.5627660559383699
0.4663948472681906,0.5336051527318022
0.9296753111197251,0.07032468888028806
0.9255697952324664,0.07443020476751672
0.9218431249611865,0.07815687503880302
0.9284473277846119,0.07155267221538807
