C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-1143.7256937788477,-1161.330913120503,-1159.6377639776344,-1144.6310957650755,-1160.6864106997077,-1158.909788793411,0.35,C,high
-1140.8952287340715,-1153.7648216644056,-1148.4032711998761,-1142.0216714698129,-1153.0639872401484,-1147.993752030119,0.00,C,high
-1141.3773851349943,-1150.0830518306377,-1157.6306619631882,-1139.4396756778947,-1148.1143286245322,-1155.416376430352,0.75,H,high
-1144.0519722690626,-1188.6162160317485,-1210.596429416512,-1146.4520829325959,-1187.0007316887281,-1208.2394347904694,0.00,C,high
-1143.3416979591564,-1153.1276075575515,-1148.141353938142,-1141.884600884743,-1150.416133993316,-1145.6388066443403,0.35,H,low
-1141.6432678096137,-1181.5688390673672,-1180.4797591736972,-1141.850502727667,-1181.0437201497484,-1179.7383582862974,0.35,C,high
-1143.59310624658,-1149.5221236364785,-1148.1138760541448,-1140.7632396990987,-1147.180064979112,-1145.686243863196,0.55,H,high
-1140.8499853266603,-1152.47515180788,-1153.4581787477541,-1142.350381944794,-1152.0389189732864,-1153.0627747814178,0.35,C,high
-1142.2222998673562,-1209.6097760041964,-1193.8101163955432,-1143.3749286954828,-1208.1717947667535,-1192.8037278459906,0.35,C,high
-1139.43147462518,-1143.0722382855138,-1147.7533245268442,-1138.5529662665076,-1142.1598825560282,-1146.6563278737267,0.20,C,high
-1143.6443981669554,-1166.7809352897252,-1163.6403131048303,-1141.7339952367158,-1165.325186016706,-1162.394488827514,0.20,C,high
-1139.624047206287,-1146.7949688477077,-1141.3211433653394,-1139.2269093227449,-1145.7512136253533,-1140.249919124435,0.20,C,high
-1139.4105451971375,-1140.939092847519,-1141.575477509964,-1138.1802255752145,-1139.6555641497034,-1140.295176796878,0.75,H,high
-1140.097947940502,-1140.924442253201,-1140.5332390960937,-1138.6340536871894,-1139.5806511418498,-1139.2005587312487,0.75,H,high
-1148.459690758829,-1160.5801925158166,-1169.2941867215231,-1145.7832530148867,-1156.4308628547674,-1164.942391971832,0.75,H,low
-1140.1117990513053,-1155.4282329175664,-1152.4768519238569,-1139.2909837571033,-1153.8747516420624,-1150.9737269110506,0.55,C,high
-1140.5112686085029,-1184.9994157519543,-1189.6035273876957,-1141.0256792599732,-1186.1006565889743,-1190.4860747823066,0.35,C,high
-1149.1681060822707,-1153.9143127436846,-1156.1545451060306,-1145.56359150911,-1150.0193454564517,-1151.8629471770562,0.75,C,high
-1140.077636195726,-1147.9785192394045,-1144.9880386127204,-1139.2354001732947,-1146.2705930455518,-1143.3972575971777,0.75,C,high
-1141.7340473988868,-1143.7307860759913,-1141.9554396768397,-1140.2561995741898,-1142.2162651856577,-1140.5860575038357,0.55,H,high
-1145.4515999906378,-1147.6406938257924,-1145.861319833409,-1143.0423671932729,-1144.9048690156346,-1143.1796806842608,0.55,C,high
-1141.7401097363993,-1200.2448675031344,-1196.0096100919604,-1145.6288792771318,-1200.4087043456254,-1196.3235656093084,0.20,C,high
-1143.622990781843,-1220.2642966418337,-1206.291503462413,-1146.8824851752195,-1220.0003185973965,-1206.8679681270391,0.20,C,high
-1141.7646315380684,-1189.7136685715252,-1178.9029852787482,-1143.8634931239387,-1189.3488275725583,-1178.630540482611,0.00,C,high
-1142.9488204257739,-1154.1019280303574,-1149.2228249353575,-1140.9551770323308,-1152.6034344301088,-1148.1232081757446,0.55,H,high
-1142.799316762189,-1219.3637969593224,-1180.2914581994623,-1147.6391944679342,-1221.5313068366286,-1183.3414749705237,0.00,C,high
-1141.0185259831949,-1164.4957667401286,-1157.7033739672174,-1141.5229138139005,-1163.3961608558895,-1156.5558664292864,0.55,C,high
-1142.4726542382937,-1169.9860909205304,-1178.378717724139,-1142.4655205119657,-1168.6110040938709,-1176.961763456238,0.35,C,high
-1141.6857629641324,-1157.484915440737,-1165.1096248963938,-1142.3832928151755,-1156.1472697423067,-1164.004269517476,0.35,C,high
-1141.398747036287,-1150.3630397100894,-1150.0479398905443,-1141.353954867832,-1149.3180138368414,-1148.9044809116815,0.20,C,high
-1143.5004840550425,-1190.1105734519692,-1178.7937191135325,-1144.1665230425608,-1189.1003426671775,-1178.5012991589144,0.00,C,high
-1142.7490305243264,-1151.9289779144565,-1162.840810423721,-1141.365079380184,-1150.989635599935,-1161.3967044986293,0.00,H,high
-1142.7734543161423,-1159.6966556229638,-1157.345686136987,-1141.403284803796,-1158.5723790068869,-1156.5669103001876,0.35,C,high
-1141.5522420171205,-1167.918595143021,-1167.305364951237,-1140.638205138121,-1165.9391315887435,-1165.26759813151,0.55,C,high
