C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-1045.6596506163658,-1067.3693462148544,-1065.8571795539276,-1046.8110415127908,-1066.6512821199842,-1065.0471254322292,0.35,C,high
-1042.5988121905534,-1058.0715700264652,-1052.4698990286413,-1044.0495241987828,-1057.349745277093,-1052.0716238079465,0.00,C,high
-1043.0667033325174,-1052.1474043824765,-1060.0448778558343,-1040.9075099309948,-1049.959012350408,-1057.6085628156661,0.75,H,high
-1045.7196659216563,-1094.4443291189025,-1117.7933455894506,-1048.1332797077027,-1092.74015629497,-1115.301871168664,0.00,C,high
-1045.1805402403227,-1056.1036545835916,-1051.2656153089542,-1043.669786289837,-1053.0782065934986,-1048.4450367176169,0.35,H,low
-1043.6472392623118,-1086.1403848247699,-1084.90312129251,-1043.8533079080973,-1085.4855318109817,-1084.042701370388,0.35,C,high
-1045.3442144598594,-1052.0646996890348,-1050.8644570742372,-1042.3408776581318,-1049.574758792564,-1048.2489033742556,0.55,H,high
-1042.5017589191255,-1057.7584350321033,-1058.7685451827463,-1044.34699868079,-1057.3531780768349,-1058.4644412060034,0.35,C,high
-1043.8540644941177,-1118.9313030504838,-1100.776806197215,-1044.9848742533604,-1117.4285066354307,-1099.7203861586331,0.35,C,high
-1040.9430468289481,-1044.909487251013,-1049.7483378459012,-1039.9698068573882,-1043.8795294303814,-1048.535539459045,0.20,C,high
-1045.572169438682,-1070.7463899599936,-1066.8763364378144,-1043.4944881781705,-1069.104881296498,-1065.5024108029252,0.20,C,high
-1041.1075018498723,-1049.6291489330054,-1043.4392536691882,-1040.7075934242112,-1048.5070176795773,-1042.2864158507662,0.20,C,high
-1040.986846023164,-1042.6472687474536,-1043.3091673624156,-1039.6554927278482,-1041.2481102596498,-1041.9223265659887,0.75,H,high
-1041.6666507401062,-1042.8015215020257,-1042.2724029135227,-1040.0742381998957,-1041.350129522802,-1040.8514240449438,0.75,H,high
-1050.5234273508981,-1063.557587378334,-1072.7711678616781,-1047.5644429172908,-1059.0653820776986,-1068.0754589774597,0.75,H,low
-1041.6890031111845,-1057.8645481290346,-1054.7798802993827,-1040.7759132808287,-1056.1961774380638,-1053.1617189185827,0.55,C,high
-1042.0923863408777,-1092.355793422951,-1097.6442714279085,-1042.6442270762436,-1093.4867341516535,-1098.5718162694786,0.35,C,high
-1051.15391645892,-1057.5641404639935,-1060.4984480016194,-1047.324322349075,-1053.3605108099125,-1055.8697599638674,0.75,C,high
-1041.5524267261642,-1050.484013394148,-1047.863347117956,-1040.6778392725162,-1048.6835335196522,-1046.1855975488984,0.75,C,high
-1043.4287945779115,-1046.20998497705,-1043.9604528063956,-1041.9320115443438,-1044.5984045918249,-1042.4998025145085,0.55,H,high
-1047.3770558995022,-1050.468271727525,-1048.2065587186394,-1044.8254958700766,-1047.4910193499768,-1045.265550194577,0.55,C,high
-1043.4868996355324,-1107.1659105478209,-1102.5288702521254,-1047.7213946970692,-1107.316799934219,-1102.8293918038983,0.20,C,high
-1045.2723802019823,-1128.3192053886576,-1113.732935102325,-1048.926323462917,-1128.4245066538808,-1114.326266649182,0.20,C,high
-1043.5325616769221,-1094.0137670565582,-1082.821812992704,-1045.7478580879865,-1093.5989974204513,-1082.4842993184081,0.00,C,high
-1044.6609343664272,-1058.4274648129397,-1052.6149227119972,-1042.6800400357643,-1056.9435938638603,-1051.5897027293884,0.55,H,high
-1044.6489004604762,-1126.35751552971,-1084.9152813572096,-1049.5289777200908,-1128.3995218045736,-1087.8676298189253,0.00,C,high
-1042.7140775069204,-1068.2200391529561,-1061.6820438570703,-1043.2301859366166,-1066.9419308931458,-1060.3564504919455,0.55,C,high
-1044.144939085321,-1074.0287398729276,-1082.394017805553,-1044.10948698449,-1072.5228679360168,-1080.8517415460524,0.35,C,high
-1043.294807133998,-1063.4434124335633,-1069.9041157240642,-1044.024522329795,-1061.9983399036691,-1068.703716937138,0.35,C,high
-1042.9331974219792,-1053.6077205877073,-1053.2021014053566,-1043.0077946565705,-1052.5403094384906,-1052.0086569356934,0.20,C,high
-1045.2540674404486,-1095.0167566034718,-1083.1453945798357,-1046.193317584083,-1093.886505236934,-1082.7274510926777,0.00,C,high
-1044.6966746781306,-1054.8031707422122,-1067.1953147638467,-1043.2806596829823,-1053.7375865777399,-1065.6084920586784,0.00,H,high
-1044.646134874869,-1063.1710412049617,-1060.7161632134619,-1043.2394606730452,-1062.0091275421453,-1059.8988062144265,0.35,C,high
-1043.0787682205287,-1071.807224981484,-1071.408279349295,-1042.12311358434,-1069.6897172008603,-1069.23177191014,0.55,C,high
-1045.699992081504,-1109.6391968905791,-1124.6437453199253,-1045.2200477099668,-1108.5910318864,-1122.868259620518,0.55,C,high
-1041.4262961963177,-1060.801425869777,-1061.499103937268,-1041.2405967690006,-1059.8490685966071,-1060.6197905056024,0.55,C,high
-1042.131979394357,-1044.6688035759737,-1044.289113413977,-1041.3146956863416,-1043.3878169002066,-1042.9913667794015,0.00,C,high
-1044.31422759594,-1046.2079172510712,-1056.8758028655352,-1042.3663381870108,-1043.7505936186665,-1054.107890408009,0.75,H,high
-1042.457570861038,-1114.5609987990322,-1087.0262991773186,-1043.7391760973146,-1113.7274827612428,-1086.3159800364533,0.20,C,high
-1043.1037073521443,-1121.074711554617,-1138.2525226261473,-1045.8069701076697,-1123.19615558962,-1139.9815377078173,0.00,C,high
-1042.4544827501538,-1064.526559657507,-1055.6313228331562,-1041.1874671016149,-1062.3577325847414,-1053.681573812018,0.75,H,low
-1043.4262307847089,-1072.98736390571,-1073.784826826501,-1045.5779252086443,-1076.0240973659772,-1076.9564590776376,0.00,H,low
-1042.0188219685356,-1076.4838702285035,-1056.9045813651135,-1042.5916009503896,-1075.8832739663735,-1056.5175358892018,0.00,C,high
-1043.141252872157,-1042.6814912403224,-1044.9298051812052,-1041.1045019276535,-1040.5716267081098,-1042.847613068882,0.55,H,high
-1045.5654984546802,-1061.4506171108173,-1067.302370915343,-1044.8967070523688,-1059.6462514129757,-1065.1792237192947,0.55,C,high
-1043.4177808678457,-1082.7682353841788,-1096.1360790755966,-1046.3749278287328,-1082.6209779656112,-1095.7383038480693,0.00,C,high
-1043.5076506009593,-1055.2280160706507,-1054.9579320610915,-1042.5441372906348,-1053.617590242708,-1053.4370292379529,0.55,C,low
-1045.586922140616,-1053.7453496562414,-1070.6553206914475,-1043.8872761329658,-1051.5222972773436,-1067.9683846821015,0.75,H,high
-1049.6557173773226,-1055.2903104053255,-1053.2961097693592,-1044.9312456929015,-1050.1382926036247,-1047.9993289933307,0.55,H,high
-1044.49831711241,-1057.7884788720826,-1056.0968984114056,-1043.1593855432216,-1055.7239419787666,-1054.1123232430296,0.75,H,low
-1046.9886815772843,-1136.000458270377,-1163.3624254720326,-1056.7585907112182,-1142.220894059038,-1168.9830154360905,0.00,C,high
-1041.5675982996138,-1059.985203310047,-1053.8212679332553,-1041.7422634287389,-1058.8401285487066,-1053.1198511880516,0.35,C,high
-1044.3741941343421,-1056.651504647712,-1045.9046833954742,-1042.1424051628587,-1054.1166819596529,-1043.704472673541,0.35,H,high
-1043.3047078773054,-1123.247914245306,-1127.319400474242,-1046.4430202658925,-1123.575436682546,-1127.3229821312868,0.35,C,high
-1043.3730953060408,-1082.347392449497,-1075.0503235644387,-1044.3687764372776,-1081.4336766467027,-1074.1764186298446,0.35,C,high
-1045.8143302812907,-1050.5431691382898,-1050.017523243917,-1044.6487273390367,-1048.451932385864,-1048.3023935456285,0.75,C,high
-1041.8768546339422,-1075.5469343053262,-1081.4675224053465,-1042.3444276083972,-1074.5098808783298,-1080.2882549120786,0.20,C,high
-1047.6300736661153,-1070.2672650597017,-1086.7692313956725,-1048.3999351942591,-1069.0243848155249,-1085.2034127109778,0.35,C,high
-1042.330971770386,-1044.1875206645866,-1044.0633634080536,-1041.4191144277277,-1042.842371042118,-1042.6497631926866,0.35,H,high
-1044.6302226735345,-1069.3918447195663,-1066.1893037605882,-1047.0146754314335,-1068.9482977086031,-1065.797644715914,0.00,C,high
-1041.7090371535628,-1082.657890196081,-1073.9365929705702,-1043.6759866277428,-1083.481547038583,-1074.813332158418,0.20,C,high
-1043.990795999558,-1046.5493016554703,-1044.238962268774,-1040.8484875689146,-1043.2964875839687,-1040.9602202580638,0.75,H,high
-1044.0208024217918,-1108.1095313045969,-1106.926987877319,-1042.101722365579,-1104.812410834211,-1103.9236487277778,0.20,C,high
-1041.78137844764,-1046.830805657666,-1045.3714314189713,-1041.6159535537881,-1045.7535071424788,-1044.3777276315318,0.20,H,high
-1041.8882976775856,-1045.2874839677029,-1043.2262310446586,-1040.461650977898,-1043.8783446652367,-1041.9261262877965,0.55,H,high
-1043.8334099154974,-1088.2630111621281,-1084.8106358243483,-1042.4840903596782,-1086.6189938570308,-1082.9603594295488,0.55,C,high
-1046.088187679308,-1064.0425110256815,-1069.021923784605,-1045.390061203807,-1061.4858106639474,-1066.0188816160605,0.75,C,high
-1042.0534979236425,-1047.661377420096,-1047.2319160913771,-1040.54697447728,-1046.0802789203472,-1045.6107891807721,0.75,C,low
-1043.8435213093094,-1090.39994969573,-1116.095983505522,-1046.683845149869,-1090.1088284179273,-1115.0791159191622,0.35,C,high
-1042.4931681810206,-1051.709149410669,-1044.8817988034243,-1041.1143526940907,-1050.2644894308467,-1043.8778103216139,0.75,H,low
-1043.1169512685208,-1072.252174561846,-1061.2102335354123,-1041.541009619581,-1070.947387682527,-1060.0644903847628,0.55,C,high
-1045.509618365596,-1147.495173203037,-1138.3021884738903,-1044.6179161595462,-1146.5457505864929,-1137.3776969617522,0.20,C,high
-1046.1695524426182,-1193.2009308075906,-1181.8462930747012,-1054.0053582022626,-1192.3591272064223,-1181.5660140702985,0.35,C,high
-1044.1563743470367,-1049.7305502921495,-1055.6583399984086,-1042.0151426595396,-1047.4430043651757,-1053.2570278454182,0.75,H,high
-1044.0463201539046,-1058.422898118014,-1062.328538531587,-1046.0058267001962,-1058.0038052940545,-1061.5508535324468,0.20,C,high
-1042.6077597459525,-1060.2673884439744,-1053.2848511488949,-1042.990069953053,-1059.1262944567438,-1052.5475802778021,0.20,C,high
-1041.0199156495871,-1059.127958911339,-1058.5037298451975,-1040.6098577619625,-1058.2897045064221,-1057.5251154612902,0.00,C,high
-1043.4201847158765,-1059.0120767042474,-1059.3316195639939,-1044.2059308713715,-1057.756617099531,-1058.012457011864,0.00,C,high
-1044.1064216728282,-1067.6938308399854,-1055.6323769538692,-1042.5506623389479,-1065.0842389723418,-1053.4261503790262,0.55,C,high
-1042.8637111215628,-1047.5844047653475,-1044.399799146229,-1040.881938381229,-1045.1529372485925,-1042.0875752723252,0.75,H,high
