I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-859.5688090829829,-1001.5798635683275,-912.8767473335364,-880.0291724549799,-1031.9400058376918,-914.2826388889964,-886.0944007472134,-1030.897245593432,I,H,high
-859.2955888397321,-938.8271934573996,-937.7508734477159,-912.7453773503277,-877.6360425184024,-937.4746566045409,-914.59561681399,-881.7153574201359,I,H,low
-860.5606012912716,-884.5050090617693,-855.9471338166212,-875.4873902695488,-887.7269863199512,-857.6517999175824,-874.8722559556704,-886.8843726450905,C,C,high
-862.3266302524167,-867.3467421574258,-855.733292817724,-870.1289844463709,-868.970787877339,-855.8307551697079,-868.9284265687337,-867.9275534356195,C,C,high
-869.195489352856,-852.2612675370647,-860.6745373299801,-860.5431646889688,-860.2825094901967,-856.1649865357812,-856.0810832712688,-855.8474739145964,G,G,high
-869.2978965510658,-860.2184428042219,-863.6652639914499,-869.8541750912427,-868.19131197185,-858.189062966974,-864.3164961389153,-862.7414833245425,H,C,high
-859.8537073494731,-848.5216185966086,-855.5928183469093,-856.2987610604732,-855.8599949271713,-852.1635218429619,-852.8621144515968,-852.3361621771581,G,G,high
-863.4275647737115,-908.5660286406447,-856.5865732261318,-902.7767565206689,-897.9573881580645,-856.9930915298667,-900.2522407872932,-895.4770617187189,H,C,low
-860.4400917821378,-883.8348346258588,-877.7730765604932,-865.2026873118616,-875.064219424394,-877.8408589798806,-865.1074719216346,-874.2945514730279,I,I,high
-866.7838445202923,-874.7209794528209,-857.756670209374,-876.3299805291757,-872.8811307347662,-861.2436924108843,-876.7273050287565,-873.1669253275966,C,C,low
-865.1958349152823,-860.1012575215227,-858.5061261738595,-864.4781878843235,-876.6077597056724,-855.9985153574756,-862.2316584995299,-874.1423565157284,H,H,low
-860.4388986710354,-851.3820431320854,-857.4150953609613,-858.3108436622279,-859.4246512389989,-852.9200739949215,-854.2301424846208,-855.1504422901819,H,H,low
-861.5640779005915,-860.071787351776,-857.7494234274095,-860.1026052090459,-861.4119306731989,-858.0191182621206,-859.1402399303163,-860.5616885487694,C,H,low
-862.4588790368803,-864.4609431264076,-857.1881702604062,-867.6404636436203,-870.4398901199329,-855.1380798936668,-865.5158812686809,-868.1123705187358,H,C,low
-868.3410680721472,-864.1339342284094,-859.6705995148905,-871.9664463049792,-871.3141354250457,-855.3121866633956,-866.783973317516,-866.0731642067268,H,C,low
-863.6311622026662,-1069.3228629676955,-857.4641288160087,-1020.4492600470898,-1024.3201977218703,-864.9291127733394,-1022.3467038410055,-1025.7912680254483,C,I,low
-860.270683325882,-883.8033944185822,-881.9106971051981,-880.0124217807609,-863.3318010967881,-880.4044377612411,-878.4938441480415,-864.4918659181568,I,I,high
-867.888710139477,-856.8658588422619,-860.1198246364847,-863.8454142659897,-862.0289008561867,-856.3760788822608,-859.5488393240057,-857.9982850794675,H,H,low
