I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-742.4739354498336,-732.5002758264554,-736.2922727439078,-738.8819999804936,-737.4287635230294,-733.7884149191561,-735.8839174047265,-734.6157772542696,H,G,low
-738.7544221827654,-785.1133763971826,-781.3561009123829,-767.1444518253495,-750.7258676680459,-780.4762251422952,-767.3977447815411,-752.7010678922371,I,I,low
-747.5651986127086,-735.808123186187,-739.116798449577,-741.3519650009703,-746.5974682551117,-734.7064396074745,-736.9500338017006,-742.009535995838,H,G,low
-743.337367727655,-798.7457280944647,-733.9982646425158,-786.4598380718751,-792.1667544335938,-735.538557906083,-786.3599713940824,-791.679647891843,C,H,low
-746.3383167423179,-833.6705446988011,-736.8969306221062,-798.5575887794236,-822.9551238459129,-740.2998610424792,-798.2391999671759,-822.7041473940978,C,C,high
-741.9552863190612,-741.5513851142831,-733.8590451159738,-753.129773593351,-741.6168250624928,-733.7715259042882,-751.4593107462655,-740.1049423575297,C,C,low
-741.7324353882,-857.6560853803692,-735.6521895257536,-832.2433621672392,-832.3642665868917,-743.6627418578236,-833.7006261064952,-833.8686686708411,C,C,high
-739.8376792032219,-746.228367421729,-733.4289576316852,-747.8702103370525,-746.3048453663181,-733.1036706654563,-745.8314777980447,-744.212037483583,H,C,low
-741.9364935139421,-825.5395314478469,-766.9021644061202,-766.689509958163,-827.2034007858997,-771.5771903641003,-769.9516331051983,-826.2635562988661,I,C,low
-745.2729628466931,-728.0579622838064,-736.0185908158701,-739.0888937543588,-738.0190102672244,-732.6698736201043,-735.6083523989693,-734.7856139249258,G,G,high
-742.231585080811,-727.5029867943529,-735.5571110864599,-735.7800754612305,-735.57095313723,-731.9279561552128,-732.1276128355818,-731.9635956443971,G,G,high
-741.7731873813165,-800.9439810502354,-791.3858845081918,-785.9453768460264,-742.530636194996,-789.5967035350162,-786.4820418334928,-744.2079647571212,I,C,low
-741.735024511607,-857.6561139690358,-735.6541748030587,-832.246561869348,-832.366267614481,-743.6624165569285,-833.702284612639,-833.8692742732894,C,C,high
-739.5241883146812,-770.82386920784,-749.8891658360118,-766.4214341257524,-748.9759108419472,-751.4116393471146,-767.1103792376387,-750.0633465022987,I,H,low
-742.6896031763818,-749.2341085642596,-736.7288113921616,-754.8798203097045,-759.9916608235761,-733.3972534383961,-751.8241486562758,-756.7364625824497,H,C,high
-737.6915198282032,-735.6512491113072,-732.9293686836538,-739.3493262109108,-740.4381381504814,-731.3224420937842,-737.2899716226281,-738.2358522204928,H,C,low
-743.3379737856447,-798.7463228843814,-733.9991948124801,-786.4613696302644,-792.1668718179228,-735.5393068443034,-786.361592789844,-791.679915231431,C,C,low
