I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-591.0554735158421,-579.9403180311928,-583.9336590882298,-587.5239327219033,-585.5202169793373,-580.9838124831417,-583.9240521133703,-582.1153443911886,H,G,low
-586.61941352628,-637.9143605869767,-631.8369402089465,-618.00997122414,-601.3628508495075,-630.8420384681501,-618.4815236762646,-603.1564569637692,I,I,low
-596.0444772171392,-582.536942490388,-586.4295657671588,-589.0352747405839,-594.5714975613262,-581.4758644179522,-584.029183285872,-589.3899103930721,H,G,low
-591.2881050882202,-663.8486960957111,-580.9807209148263,-646.9809247220684,-654.0246669535538,-582.5971203905877,-646.7325895595551,-653.3772002851326,C,H,low
-594.4512953626587,-688.0605003160417,-583.7971741117502,-653.2092169532735,-675.6890723318256,-587.6620488478823,-652.6278879624358,-675.2068936330834,C,C,high
-590.2264373914995,-592.2601135058084,-580.8809103734249,-603.7980841829492,-591.7638995657053,-580.9268845440222,-601.9123800260932,-590.0780607333717,C,C,low
-589.4170637898525,-732.8415409271644,-582.4267519434959,-702.2496162628604,-702.9646915669758,-590.7013288426463,-703.4467644935498,-704.2669350946649,C,C,high
-587.480036253911,-597.9524892821554,-580.1549142013379,-599.0491738695388,-597.634647454161,-579.7808658933325,-596.7845417769194,-595.2823879385033,H,C,low
-589.8476528838129,-698.409657085199,-618.8604662041673,-627.7978047630976,-695.7752305257422,-624.4593817483361,-631.0381152132334,-695.1687262318321,I,C,low
-593.2322151764704,-574.1202815267249,-583.0749245513049,-586.3872743630204,-585.2196095334781,-579.3114066641956,-582.4785376405507,-581.5823005972976,G,G,high
-589.7377592755743,-573.4122159054527,-582.3436062682462,-582.5108702494158,-582.3704890322381,-578.3985451186452,-578.5335367897826,-578.4267051131967,G,G,high
-590.0074852422069,-664.8044450512531,-653.2737679827674,-644.593964361251,-591.7040228108403,-651.2948505821264,-645.161225632702,-593.7406610988154,I,C,low
-589.4200139194156,-732.8392500061784,-582.4291638221157,-702.2512039056369,-702.9641167126271,-590.7008950334381,-703.4467160713859,-704.2648237096573,C,C,high
-587.1263694564523,-630.4837432289152,-602.0411808346496,-621.4537560184805,-602.3511048935446,-603.6920384499605,-622.2629706073164,-603.7029578432682,I,H,low
-590.9234133068996,-596.7490374810791,-583.9690047713337,-603.4647643776245,-608.461257707489,-580.274781195575,-599.9356014491457,-604.7335933579002,H,C,high
-585.3619378841566,-584.4623319208785,-579.8356470927545,-588.2701796181553,-589.7352806751069,-577.8809151660531,-585.8274888676206,-587.119448002522,H,C,low
-591.2885749051313,-663.8496771236098,-580.9818575058451,-646.9829295135569,-654.0248200049489,-582.5978623290358,-646.7347180422762,-653.3774916661025,C,C,low
-587.3209126882315,-575.0456627205101,-580.5142311441055,-581.6135192215722,-582.1627422754675,-577.6567343414567,-578.7488491608487,-579.3011487789452,G,C,high
