I,G,C,H
0.03652661404081035,0.6839507756634764,0.10524766812261131,0.17427494217310172
0.036431762758642454,0.5599412522776737,0.06666757197749995,0.3369594129861841
0.8620790581662149,0.03500000000000021,0.06188799172035806,0.041032950113426024
0.03557015500609402,0.7433903201023834,0.07027857934645945,0.15076094554506317
0.8761036881777202,0.03500000046836896,0.051204898482637956,0.0376914128712722
0.036299048302786734,0.770797717911495,0.07590650164143718,0.1169967321442802
0.04698922722396543,0.0350000027135817,0.8020381898511745,0.11597258021127786
0.03618046142395206,0.705283510092867,0.10714574264298367,0.15139028584019673
0.06252793163153213,0.035098560872880206,0.6857937318933373,0.21657977560225
0.03629539727727372,0.7603236325215051,0.07994949419633243,0.12343147600488752
0.042852363916745996,0.0350000001210994,0.6863045555390604,0.23584308042309504
0.8678240210893899,0.035000000000230326,0.05371768077558634,0.04345829813479286
0.05947328078956056,0.035000020566819445,0.5496493695999569,0.3558773290436634
0.7512192641199483,0.035001164072091355,0.12657030258040528,0.08720926922755484
0.03879889024440279,0.039145591102617866,0.6710287564082354,0.2510267622447437
0.8089180477605994,0.035043309868495125,0.09751658831669786,0.05852205405420803
0.05415473894131621,0.035897238369611825,0.4037674304698652,0.5061805922192066
0.03654361906149959,0.6499630402378448,0.1212820497165065,0.1922112909841485
0.8565141463278981,0.035000000000000205,0.06636771087915051,0.042118142792951806
0.886519669650975,0.03500196218900162,0.04026327091637973,0.03821509724364439
0.803036497518824,0.03504370764113526,0.10205913099308177,0.05986066384695937
0.05941424037762916,0.03813999555611635,0.5014895228365837,0.4009562412296711
0.03548600731018749,0.7519596375388536,0.06800575172652497,0.14454860342443548
0.03647577648489917,0.6961544869991865,0.10679239384504184,0.16057734267087198
0.06167562896100866,0.03509708624931745,0.6858731688481217,0.21735411594155185
0.036567668841249,0.7170772729539118,0.08268199728424509,0.16367306092059525
0.8940061900997189,0.035000628283054065,0.03562474807913035,0.03536843353809652
0.0369236788927873,0.6702460294430479,0.10105407974671171,0.19177621191745314
0.036555780212170756,0.7080248719538738,0.07993029487918185,0.17548905295477382
0.044641094774576284,0.0394489321339125,0.29936161494487246,0.6165483581466384
0.0368554699381358,0.7111724968289554,0.09359010150869981,0.1583819317242088
0.03637786944128909,0.6997905636213646,0.10061006259965981,0.16322150433768656
0.886521177875473,0.035000000344769175,0.040587538723196,0.037891283056562745
0.035527761553042,0.7369097636121869,0.06165264448284546,0.16590983035192583
0.894067990132418,0.035000474007489936,0.035589434040801116,0.03534210181929041
0.03595620448607229,0.736262473963402,0.08623683804227189,0.141544483508254
0.06059369236837833,0.0350000197609607,0.5454251898404681,0.3589810980301928
0.03512246199827802,0.6919484659381332,0.08859489049730014,0.1843341815662881
0.8337988674376039,0.03500000346768715,0.07858724639400654,0.05261388270070283
0.035456887869862716,0.7359475614339099,0.07528524695631733,0.1533103037399105
0.048984594642142054,0.16071933075916597,0.3655666056609521,0.4247294689377396
0.04836424736300459,0.14998771802141883,0.3321045502679537,0.46954348434762216
0.03636045448525783,0.7013885151479193,0.1089892804055877,0.15326174996123532
0.03557708165597655,0.7383253327079973,0.08057772896554406,0.14551985667048137
0.03623070980773823,0.7420817034511312,0.09375406441162328,0.12793352232950828
0.037068504689141295,0.7337660160969663,0.09425715699322954,0.13490832222066357
0.04910722495627804,0.15557264400998583,0.37615125297950347,0.41916887805423214
0.037042376495600625,0.660648529649907,0.10390019233763594,0.19840890151685703
0.03641129650269851,0.6851424477507095,0.10469096953535485,0.17375528621123718
0.0453260201565727,0.039437081901951394,0.31344293966672954,0.6017939582747466
0.04617691587722983,0.03500000277425989,0.8031072786748231,0.11571580267368752
0.048973411386445696,0.1495609277755934,0.3282543338957804,0.47321132694218
0.20541163563608325,0.046009494199828846,0.4435999666800815,0.304978903484007
0.03560245958963883,0.7383768443748531,0.08045444997184575,0.14556624606366259
0.05878938600287979,0.03501971798783464,0.7610939722978662,0.14509692371142002
0.03594347990183137,0.7110093759422662,0.08315088929686121,0.16989625485904142
0.04636213165322373,0.03500290185837875,0.5523953169461148,0.3662396495422832
