I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-960.549760638413,-950.4113711231162,-956.2594031310634,-956.0481997392027,-956.0844168526751,-953.5061930853727,-953.4088041775447,-953.4305236411203,G,G,high
-970.2206571286114,-956.8643938195681,-966.2900171920438,-970.4871134689388,-968.0238697052991,-956.78302793069,-961.5761992951619,-959.5122571336223,H,G,low
-963.3674893129809,-1149.4067178499608,-1093.9315415020899,-1111.9874204628795,-976.1590420557418,-1094.8271197056035,-1112.955571543092,-982.1748021715075,I,C,low
-967.547518771658,-955.0044552624694,-962.870675220827,-962.9333615499672,-963.4394474134428,-958.7360281867095,-958.8849613967755,-959.5807716247507,G,G,high
-967.5514263037616,-1089.2329453328593,-1057.9195989556201,-1070.3519799576143,-978.3913019558694,-1057.2858299936743,-1071.6769448344053,-984.6267815454127,I,I,low
-962.3045144489621,-951.5024244047163,-959.1724143588926,-959.8066981463844,-960.2374656079694,-956.0653615963068,-957.0384268542223,-957.5374577025078,G,G,low
-969.2090709457386,-1039.226545289264,-960.2352336345034,-1031.992137855432,-1047.2187574408565,-966.6166595729651,-1032.1372358351746,-1047.2399406682798,C,H,low
-962.5234580998128,-951.0625665106729,-956.0462283630059,-956.9463508343542,-957.0153716216696,-954.1432189231873,-955.0186023115353,-955.2021026364556,G,G,low
-963.2409864716595,-980.1119556456291,-956.9744852920162,-978.5505895117662,-978.4611010701251,-959.8820898538374,-978.361820659976,-978.4014631626042,C,C,low
-963.8966694065549,-952.7396250921377,-959.1096956909633,-964.2577153586808,-960.5366325797789,-956.2534791586843,-961.2077456444118,-958.1166079422094,G,H,low
-967.1300033518494,-996.8144102774519,-955.9236955752572,-1021.4204562252729,-1072.0677962789769,-959.9509768563058,-1023.4037907020476,-1073.247359409069,C,H,low
-960.8538435205057,-1113.1292158228468,-978.5557453408977,-1129.039601239926,-1035.9593772238934,-981.6417408822001,-1129.3924190764797,-1040.2139463559597,I,C,low
-961.5275333450628,-1054.5167162026314,-955.5610029442227,-1039.8866889900692,-1049.5395911981177,-956.9277302181041,-1041.0331108516177,-1050.5055586455562,C,C,low
-959.9206198127567,-1029.2354243632985,-968.9561503368642,-1025.1917483919483,-1004.9972318795627,-970.6393335047703,-1025.9266181434148,-1005.5239807257203,I,I,low
-971.6863170886136,-968.5894903800557,-957.3193658946111,-966.7955002816077,-967.5659860175442,-959.8909315986714,-968.0295928310499,-968.4655061585134,C,H,low
-962.8771050110246,-1000.9605671529916,-976.9957548054844,-984.3820231640857,-992.6193949299739,-980.0298730472513,-984.0009434886989,-993.6363487142378,I,I,low
-962.3756395226935,-976.5263320813867,-957.350338617089,-984.9297665663433,-981.8390571427112,-955.9192724074231,-982.9090767368859,-980.2549892630154,H,G,high
-963.3948967776648,-953.2671959691032,-957.6654808318646,-958.1084512711333,-958.403706423379,-955.4758433577623,-955.809612188407,-956.0925744595702,G,G,low
-963.3682641653664,-1149.396851630629,-1093.9243487686658,-1111.9804877513998,-976.1598564325842,-1094.8200786966024,-1112.9481403668476,-982.1752861399624,I,C,high
-962.8670075598038,-1027.131221962839,-985.9249118864658,-992.9053122010714,-1010.9565335083737,-986.3581042554662,-994.0276843181413,-1010.586734484044,I,I,high
-962.8721542947716,-1000.9609877650289,-976.9967935735792,-984.3802718391357,-992.6118286073416,-980.0323417625553,-984.0006974272504,-993.6326257087304,I,I,high
-961.6693535619638,-972.0505260697166,-955.9214942562376,-974.5194802619551,-968.5066155294915,-955.9825810176308,-973.5832063151262,-967.9825888035839,C,C,low
-967.5386881398972,-954.9991462157958,-962.8660400927791,-962.9286107290757,-963.4349330393065,-958.7304992633246,-958.8793029808414,-959.5755261523902,G,H,high
