C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
334.1437087032197,294.143885428841,308.7202228409476,340.36100064362205,302.1363085849343,316.1849943469467,0.75,H,high
338.6868052789923,282.422393090953,261.6556515064597,332.3366850048538,284.3351682994793,263.9501438875454,0.00,H,high
330.897388337587,189.78631793092975,212.44730159732947,327.6579697282013,194.57714268164614,217.69305258315302,0.00,C,high
336.546687863772,192.40758512853313,176.66574322471104,330.6450421859805,195.84273342711327,179.94554327743137,0.20,C,high
334.6758987130344,299.1715534111564,296.09557118969843,340.8364131922626,306.6547476895502,303.82337183494127,0.75,C,low
328.83641322395977,199.5404432557187,224.54821647667393,328.0888713979393,208.54138404248312,232.44546172814105,0.55,H,low
342.5127491465724,288.589454322837,300.489674375268,344.087218588016,293.27053463603033,304.62966243055945,0.20,C,low
340.73652380921624,258.19076505456934,258.99820858566375,343.7016013923505,262.0168501502096,262.98260122472266,0.55,H,low
337.16397981534243,155.12827548187494,142.62809517123696,331.2102359402703,157.34285800934663,145.4839047325822,0.00,C,high
336.61086151004645,298.0760256241226,300.6949284888436,342.3514978284837,305.7667229534986,308.14679510842376,0.75,C,high
336.07461603058516,158.47117165491915,168.2084365780507,332.17441850728085,163.25474327473017,172.9181367606983,0.20,H,low
337.2941048794175,208.57608436157653,176.26464942126728,335.5529524212945,213.04876582419587,181.69010408369792,0.20,C,high
342.73213130441343,274.4629981723567,292.709802627191,347.0422047597266,279.0463964130978,296.99278838242185,0.75,H,high
335.3104253080043,231.561351963552,239.05908221505226,328.7288880702275,235.18595352895747,242.2082160346702,0.35,C,high
339.3073797312595,247.3643441456042,234.3593479811866,335.4423394492721,251.29006424801574,239.00838352123085,0.35,H,low
332.21284487524207,148.58985015538164,150.50300536236315,323.82656870895454,154.75286370598013,156.61176183719303,0.35,C,high
337.6404291005018,243.13644914466875,239.93289975634534,337.7253863923215,247.55016686474363,244.3203586917261,0.20,C,high
335.4388996121937,267.87273753426666,284.4609995787119,336.56858759425575,272.9865850533079,288.5833475527335,0.00,H,low
340.1002957259143,310.3594231916806,309.71313772645874,343.1998819302893,316.34099273538317,315.68435832704165,0.75,H,high
334.59128707634125,204.37360442924845,174.25307403054876,334.63868526861194,209.88234636703947,180.47751841993076,0.35,C,high
338.0458626387415,261.74806661762074,270.0609346961849,331.6422257484143,265.51484248102065,273.39701838499604,0.00,H,high
339.1217266627743,240.44334447986452,196.5653675250073,338.4486853030667,243.8472715678162,200.78718687148842,0.00,H,high
337.84385943428725,253.9487980046395,279.88479569955376,337.6756944596147,258.8472220954883,283.8753680837233,0.00,H,high
333.2110656599658,285.5388298597264,289.1845111167033,335.9863575745267,291.93625996959526,295.4972779314692,0.20,C,high
340.9650959244442,279.01656520347353,268.4643430844988,343.3386817764801,283.8665631852715,273.6019152827211,0.55,H,high
341.28665977848743,294.34977953854843,288.50988770811506,344.32860342482564,298.5091541500734,293.0896918201662,0.75,H,high
339.2095577393859,306.49386934275356,312.1366438476922,344.61132679940545,313.9081881123621,319.47848567630285,0.75,H,high
335.7541071911784,283.2693054344206,254.84478254778597,342.4510412657824,287.94410151947653,260.3811209064833,0.75,H,low
331.7813575340142,30.983481118036558,42.21283366138553,318.031542343179,33.617547912579774,43.9104595810411,0.20,C,high
330.6453059487099,233.0646187563357,228.65847684592813,334.8873266829238,242.66555009682898,238.34302012520365,0.75,C,high
341.73971669302523,300.97048101247026,309.5552777770615,344.97368817456345,307.14753236911616,315.05736320330067,0.75,C,high
335.87150579901436,119.29084420622026,137.28716176976462,327.3231443410561,124.6712055774351,141.35313829578766,0.35,C,high
337.21216257291195,226.2682876666218,227.7443645008066,333.4106874681844,231.12661472890733,232.3798122727573,0.20,C,low
340.2669943626728,242.59685092510887,235.40876513486293,338.53370984076474,247.2417361644354,240.48540985460502,0.20,H,low
336.04717584073205,262.5464754431185,263.74789163823755,337.23205147768715,268.3843055335491,269.47930245554346,0.35,H,high
