C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-991.5644434281965,-1008.0990263243592,-996.49693245168,-987.762526811383,-1004.0808946392366,-992.9450484361342,0.75,H,high
-985.4544211463162,-998.1748206614384,-1012.7945083112062,-986.752940779856,-998.8818949679317,-1013.142166930524,0.00,H,high
-987.294152026199,-1085.5868607066789,-1059.3826806746351,-990.7686349225869,-1085.608916373013,-1059.4818719659536,0.00,C,high
-987.1936042793371,-1023.1586745083423,-1039.5914898774831,-989.8808098043885,-1022.9339923942813,-1039.2911873532967,0.20,C,high
-986.9400163810697,-999.6056296269151,-1002.4397231082464,-984.9504834766509,-998.2766409035436,-1000.917534213777,0.75,C,low
-990.3547864822516,-1037.778902598523,-1035.6358440487502,-991.576720292142,-1035.6665461698337,-1034.1165033723955,0.55,H,low
-986.3097782918725,-995.3930907501333,-991.4435162127533,-985.2798318670651,-993.5991672637998,-989.8015932087005,0.20,C,low
-985.5593944131068,-1051.2607524458879,-1049.7087923570425,-985.8752244081545,-1051.894292638913,-1050.5689478699403,0.55,H,low
-988.0622797884711,-1070.3185649792576,-1057.6515740482273,-992.3469231152912,-1070.513728894699,-1057.7270740799381,0.00,C,high
-986.3924805820134,-992.4505632346533,-996.9292564778576,-986.0839111236717,-990.9215461256961,-995.3834993323618,0.75,C,high
-989.846526262379,-1039.6913956884048,-1017.5897659161614,-992.2047594817165,-1037.3241726042568,-1015.4525872208325,0.20,H,low
-988.3755632193693,-1056.0115872296858,-1081.6687154373303,-991.8374742787618,-1056.285117893797,-1081.1504520095507,0.20,C,high
-985.8682064948174,-1038.3025696169454,-1020.9926416082772,-984.2493579319478,-1036.5406741312531,-1019.9254757137164,0.75,H,high
-987.9372590383115,-991.4597232875421,-992.9051419122524,-987.008477009826,-989.6251899254029,-991.1646305350736,0.35,C,high
-987.0903949600917,-993.575717860552,-1002.0207668291745,-986.3517796894341,-991.7167347681269,-1000.0031028964032,0.35,H,low
-988.5131675869134,-1014.4785952999471,-1021.5522956950404,-989.5521846387917,-1012.5121967825345,-1019.4212352015228,0.35,C,high
-988.9911046632527,-997.8386471508998,-1005.614301488768,-988.4148148179802,-995.945330756764,-1003.6525771526462,0.20,C,high
