I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-783.1634262213257,-778.552515634359,-779.4871236600029,-781.7103959517716,-784.659698185028,-775.6142690416782,-778.11958092929,-780.721901238066,H,H,low
-786.4059872723182,-771.103470683615,-780.176804158306,-782.3633142899325,-780.8506057008468,-775.4289832800365,-777.6233990812575,-776.278494508894,G,G,high
-783.7592402454355,-797.1512703336979,-778.925616559092,-814.4789438518973,-788.1673400598238,-777.3399133173939,-812.4672910740295,-786.4943126858349,H,H,high
-782.3239818227637,-848.9603731065507,-779.153063077049,-842.9446208040144,-841.619690659995,-783.1348117741306,-844.8899186554777,-843.0665882846814,I,I,low
-788.3360435413819,-938.8565960430217,-779.3955638808958,-909.5500092707698,-924.7260719167571,-786.0524007032878,-912.3147464379877,-927.2095846525973,C,C,high
-782.7369026984245,-812.0971323155541,-776.8677321251538,-808.488827560783,-808.3551281350193,-777.6940577725292,-806.990494927219,-807.0681497021585,C,C,high
-784.6625285433448,-832.9259779820502,-824.5108274147191,-802.9514338352,-807.8723359292077,-824.820968267369,-805.3777404099335,-809.9960213405271,I,I,high
-786.2536709529935,-772.8905958545694,-780.3439990475097,-780.1700952838154,-780.1088435793905,-776.5769208242674,-776.4540477124394,-776.4039696104769,G,G,high
-787.1720288542657,-773.1868443603314,-780.5954240254523,-780.1191254225083,-780.0955055743775,-776.8436294927019,-776.4226280898888,-776.359849156385,G,G,high
-780.7332375386098,-782.5870475595982,-776.1773870842571,-784.9857672126899,-785.7428432862762,-775.1698010610235,-782.8221749217875,-783.4882180270853,H,H,high
-787.8994012355947,-875.8667626864543,-781.034143152233,-866.6719627106694,-838.1247620472091,-783.7651856921339,-864.8836227527365,-837.5421559438754,C,C,high
-785.2997605490873,-872.9858120098743,-798.8412997897639,-848.4949380043562,-843.1570800399495,-801.2228183330608,-849.0069606986317,-845.3263693837599,I,I,high
-786.1209565335695,-772.9430987154219,-781.0459387267523,-781.5100776415472,-781.8729446803885,-776.6028159164518,-776.8541648217171,-777.4251587438608,G,G,high
-782.4598806491276,-771.4682395924957,-777.4752566591949,-779.6569112274931,-780.1155864169727,-774.1621064769871,-776.4081525645039,-776.700935942542,G,G,high
-785.9042945382333,-910.5713079131684,-962.3545907487221,-991.6491502502256,-836.9341748300909,-962.1356885875077,-994.8299383653653,-839.9771151853938,I,I,high
-786.084208727732,-889.3121303124632,-808.6966437014596,-872.8960199133478,-821.6513958809375,-810.1932257289262,-870.7619386485211,-822.3689709805615,I,I,high
-784.79448071244,-783.9036976873597,-777.5891087477361,-785.2979481456971,-789.1570856693968,-778.537876877052,-784.1381633008921,-787.7748435883702,C,H,low
-784.3077198832202,-808.2484841944332,-779.356797162005,-817.7626217129824,-811.6809905744456,-776.2681398469753,-816.1310609355896,-810.4430850851894,H,C,low
-784.6222761230916,-850.8658310674484,-810.3393333870603,-851.3138718835168,-815.4858279195214,-811.0713132695615,-849.9775397813967,-818.0439720236016,I,I,high
-785.3562825589219,-770.9805118707991,-780.3231404665341,-781.83291742656,-780.7455284397973,-775.069177227138,-776.6213015707875,-775.7340559162537,G,G,high
-786.0217063607485,-773.4452602593067,-778.8724671528876,-782.4298467812014,-780.8423370469691,-775.6126088486052,-779.1482434599956,-777.4086231719208,G,G,high
-784.3901816531423,-773.06401323213,-779.3120597683085,-783.0439072243479,-780.6297250547907,-776.2699652298054,-780.2468850017547,-777.9537170283903,G,G,high
-784.8987715891781,-772.4854306107493,-781.3568559186824,-781.0699068963047,-782.5051713888695,-775.9198874284606,-775.8437724900961,-777.0085899923074,G,G,high
-783.1022374689102,-793.81859894491,-776.6860901009034,-811.5467992096608,-787.7844535364156,-775.8043589491876,-809.9867435832914,-786.7971027852791,C,H,high
-791.0035355186999,-776.3619901357841,-786.1627162136849,-787.8746442309214,-783.66186754686,-780.3154235659387,-782.2067473796768,-778.5243792551205,G,G,high
-783.3747041315553,-839.2196831727291,-793.8726292589563,-839.8876096139223,-798.5349111761094,-795.9716823028139,-838.6783519018802,-800.1775738702341,I,I,high
-784.894604613685,-772.5299239464171,-780.5435053322227,-782.0367323373224,-782.1543869662573,-776.0469621326519,-777.4526224042123,-777.61676790627,H,G,high
-787.6498215369008,-830.9542477751198,-780.8405615118672,-850.836386905644,-818.2020437472637,-779.0339847642625,-847.566387723667,-815.2649308287708,H,H,high
-786.1061966063263,-807.181328262724,-780.1599047127785,-806.1159301703954,-802.9517832280351,-785.3978741523828,-806.491186815185,-803.4948674972055,C,C,high
-783.8732951794777,-856.9118569762038,-843.487239854264,-804.459617752035,-828.5379006292334,-843.1004818348215,-805.3627916769057,-832.3826006623501,I,H,low
-785.6292598576416,-821.4500176127825,-778.0076493123405,-816.295853323976,-818.2210434596259,-781.4684680040125,-814.9753585157271,-817.1373727556945,C,C,high
-785.6259535418947,-821.4562989301565,-778.005462363919,-816.299864846355,-818.2265282595916,-781.4679955868568,-814.979316472038,-817.1429684416446,C,C,high
-785.6594794825061,-787.141819746887,-780.7476069296494,-794.8436151860708,-793.8700062935762,-774.3328457095756,-788.4045616823616,-787.4514652316888,H,C,high
-783.0403063840962,-860.8439827385444,-777.0075608453241,-860.8025708152553,-848.5426011521932,-778.5022209774036,-861.6327774308542,-849.8524159391866,C,C,high
-783.8549877343399,-774.4992204747291,-780.6283149939055,-778.0387820668867,-783.5895294683733,-778.2451064648327,-776.2637466927632,-781.2634528663626,G,H,low
-782.4053196314314,-770.7719540882495,-776.9320045730054,-777.2411578797002,-776.9867733514141,-774.461714270782,-774.7181679943892,-774.441119716588,G,G,high
-785.233742523526,-771.9386660953735,-779.4014701174336,-779.3873596356276,-779.684616919888,-775.9593248978316,-776.0630471919497,-776.2367155750006,G,G,high
-785.6497172749481,-771.7129469609552,-779.8960407032528,-783.0232002617751,-780.6029927059925,-775.2370794825166,-778.3141703001411,-775.8938739787153,G,G,high
-787.1703593261477,-773.1866114843323,-780.5942921887105,-780.1179763664347,-780.094342276473,-776.8430043506445,-776.4219820198812,-776.3591883270532,G,G,high
-784.2502656497282,-820.2592559264154,-778.0600717396748,-812.7044884691093,-815.8281855778202,-780.0331654372927,-811.6786127147135,-814.5911722288363,H,C,high
-783.0996446426042,-771.4543945337898,-777.8000814371927,-778.0517955681105,-778.1157062495544,-775.2263289805205,-775.368144531945,-775.3788086421775,G,G,high
-786.9264870575622,-779.1246773892925,-780.3810876354554,-785.614176686094,-786.2973503757171,-779.2076720544889,-782.8745981600719,-783.522834178514,C,H,high
-782.8044003310118,-788.9443831823135,-778.1854927342973,-792.2708611764405,-793.1388765945862,-777.5871085434738,-790.2407050782837,-790.9683368929884,C,H,high
-784.4221728103338,-772.182707813946,-780.0025031032803,-779.9980766054006,-781.1747200204766,-775.2188660216682,-775.3018351842959,-776.3707097911554,G,G,high
-788.9619315204932,-893.5001670319659,-777.903427976113,-869.0001642628813,-867.0833053237143,-781.1129999966616,-868.3958073665129,-866.6446376300098,C,C,high
-784.1780663821871,-850.4318476422017,-831.1732974798209,-829.9136168795908,-792.6983850143787,-832.1536637050566,-831.1719895792298,-796.8790647497318,I,I,high
-781.8599834768434,-922.2540331337176,-898.1587468655166,-919.459479155298,-788.21742009551,-898.371413859434,-920.3574639186166,-794.5180825124839,I,I,high
-784.4023749943524,-771.4501867515183,-778.2900828307053,-778.6125475361123,-778.5039570834236,-775.2484165295191,-775.5361232725314,-775.5179195858634,G,G,high
-782.1358789519968,-792.9342678578912,-788.8250263338989,-786.2838095653166,-790.7011800748452,-787.7147939456679,-785.457229062525,-789.3508003136135,I,H,low
-782.5310740590792,-875.9861209902421,-807.0387927246119,-856.5133430730249,-841.9965588212658,-809.9400692419089,-857.092128486187,-844.4538610630894,I,I,high
-784.0772943355992,-781.555008119461,-779.0415709001829,-785.1083189283501,-786.4219569961266,-778.5578280269779,-783.7840920360744,-784.9108953225249,C,C,low
-783.7665639081821,-797.137310301451,-778.9321930510437,-814.4590328164469,-788.1636297095171,-777.3448886438302,-812.4465730867947,-786.4893525093524,H,C,high
-785.6554061958248,-787.1419041981094,-780.7437952198162,-794.837846736937,-793.8639395900738,-774.3351124155041,-788.4043421004799,-787.4509711217779,H,C,high
-784.7955744952035,-783.897718408459,-777.584690729657,-785.2935415628352,-789.1545336670644,-778.5310934308919,-784.1308897442261,-787.7695352926626,C,H,low
-789.7097641308198,-864.8408991404744,-781.8912332781975,-853.4799445042293,-850.6277362977718,-787.4525718702603,-853.4600265817828,-850.4310385927123,C,C,high
-784.7260361423703,-1061.7420439352081,-911.603342026566,-1059.46292025965,-810.0960369639039,-916.1330818904034,-1058.69972105677,-819.4293320956125,I,I,high
