I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-394.0554117403,-407.79338525079635,-382.0121063499972,-410.13309948717057,-413.18659492020237,-377.2126797402519,-404.52128530489983,-407.4209530196846,H,C,high
-384.76665090802777,-459.0664525501545,-394.79374370296387,-458.1728486968191,-413.8316814903585,-399.60921306775487,-456.895435665751,-418.84485889125455,I,C,high
-384.347625982976,-508.1280119674602,-434.53959895331457,-496.5404595694475,-411.04961114795077,-438.37300218528753,-496.6166673219799,-416.3286263170853,I,C,high
-381.2356632113127,-380.5231266809986,-373.9247226892031,-386.96437236165156,-387.8602264146711,-371.24913704924023,-382.9724521350882,-384.02629974386565,H,H,high
-384.9208318172227,-519.6759860538483,-498.28783197800186,-405.9196986892913,-462.1962021766895,-498.84726626987174,-411.37759625042935,-461.9684741049921,I,H,low
-381.2330735640386,-380.52285275680055,-373.92269554202323,-386.96407487592273,-387.8609379820778,-371.24722069284945,-382.97198325752186,-384.026719559517,H,H,high
-381.1638619585026,-446.98699630822614,-427.9177735112764,-381.3765477424038,-444.37362384574004,-426.14364975921205,-383.2321498730104,-442.17246105648786,I,I,high
-383.46109904571756,-472.32581932860916,-446.0060009927848,-403.44603259917903,-437.0493386545144,-445.4856372185377,-404.89853135083047,-438.44084361334654,I,I,high
-386.03880859316723,-366.56084690654114,-376.73133541563453,-378.08891165384927,-377.02970478153406,-371.75997367365596,-373.10966177716364,-372.0342580109492,G,G,high
-380.27548648132165,-450.01444877976644,-371.98496926951054,-438.7109417835394,-441.29847995965685,-371.81406271757817,-437.4572546602824,-439.8933485422508,H,C,high
-388.9932818571386,-367.48578807774885,-379.4805748708689,-381.8567438727292,-380.2038178065246,-372.2777778560413,-374.83970721065543,-372.7764438291352,G,G,high
-392.0080778640378,-370.19539757227994,-381.89162562716376,-384.1508860725753,-382.0652531534754,-375.32517980591,-377.5784427762103,-375.55172414145255,H,G,high
-387.01875050489593,-367.45482497060766,-377.93187339364766,-379.3052383509942,-378.6521991468145,-372.8542831233072,-374.33691199232817,-373.74145056454137,G,G,low
-387.0041795778538,-367.44683649552417,-377.9191593158355,-379.2927316947707,-378.6398111799108,-372.8447010458601,-374.32767308912855,-373.7324366676596,G,G,high
-384.8144085863832,-385.6980335251304,-376.090537123327,-393.0477168556394,-392.79961158932446,-373.6999313662831,-389.2483838096841,-389.04442330910865,H,H,low
-378.04978841112165,-364.60751404181383,-372.72164942472983,-374.89583707125865,-373.14457820736226,-368.88471458502573,-371.124368631033,-369.2551293959954,G,H,high
-382.7702478297828,-366.2925536426317,-375.55593754733206,-375.1708589795126,-375.14990292173087,-371.7844124310758,-371.54875284348356,-371.6513029113947,G,H,low
-383.5043970792055,-450.7709075535336,-411.7022908538689,-426.0220222004223,-423.77811459238205,-414.35473705230515,-427.0188453748261,-423.90210499509107,I,I,high
-385.9084374104921,-367.4550079356202,-379.0771794172884,-380.9227005563816,-384.09580094797263,-371.3390778543361,-372.8357837299516,-375.87589651753825,H,G,low
-386.2486048773455,-418.9837736183494,-377.7561174359139,-417.1801654625823,-420.48362586094936,-378.665889790388,-414.2737680148323,-417.40824004446,C,C,low
-381.89952811014444,-396.4029598602175,-373.66706705784856,-401.59768091020175,-393.6105112598464,-371.99969061156673,-398.08801225968256,-390.3689742895257,C,H,low
-384.81471736420326,-385.70012857072265,-376.09051981817646,-393.05076629401657,-392.80135859577695,-373.69988570911494,-389.2513746399962,-389.0461276452579,H,I,low
-388.0129751123904,-370.6140624180509,-376.166164711295,-379.9860569216525,-385.4304178517612,-371.6433697286919,-374.9132878483933,-380.24176945658996,H,G,low
-391.8070773029896,-370.00958814868824,-382.2356817597568,-382.7195284173514,-383.29781252754725,-375.19741259326446,-375.6316603415171,-376.2607439319818,G,H,low
-391.66607491320906,-367.5171760169656,-386.26569777612593,-385.39998041199726,-387.98416688226064,-373.37763129872775,-372.2289103833171,-375.1764945655153,G,H,low
-378.7393702388571,-363.6535778730691,-372.01669682449915,-372.41669499753743,-373.4665970706622,-369.04744810192193,-369.7508028258664,-370.5867344430618,G,G,high
-386.0425452645392,-412.29727869726605,-378.7932238666868,-411.3057611294572,-412.23232501325856,-374.48551638630954,-405.56349417056316,-406.4381860296471,H,H,high
-395.30723780283944,-382.4805268389914,-381.4608890638688,-392.09732243880165,-394.5030658662918,-375.4721730160987,-384.66610042208333,-387.21064379515104,H,H,high
-385.8733573768678,-462.70309164707885,-376.59989386604184,-447.45983156819545,-458.89732667881293,-382.8152105015037,-447.26997458688055,-458.461919604303,C,C,low
-380.7227223036271,-365.7964771304353,-374.9810945333333,-376.47936087052955,-373.6851279298322,-371.2610163697246,-372.88809301241105,-370.450561120703,G,G,low
-382.1296337011281,-387.9096674576476,-373.9838403137545,-390.2043439165364,-394.59897400668,-371.01938820690197,-386.6793775607521,-390.9262062894463,H,H,low
-381.7676341954644,-374.21413106846023,-374.2935384969466,-381.767376369747,-381.64064606233933,-371.85880935536875,-378.4547665037114,-378.17995905005756,H,H,high
-383.57083966249246,-486.81013406686213,-423.77241883298115,-413.7532978355726,-472.58965782980744,-426.58274137658395,-416.77175841460166,-475.0561026238936,I,I,high
-381.9212422322217,-460.9289812894479,-441.7661362503086,-408.77818997852864,-414.1326643836273,-442.971301763794,-411.4022295643176,-416.78281539857136,I,I,high
-384.5270836993415,-457.85440618049245,-375.27207480055586,-449.39737378543543,-439.8356103382649,-376.63380177325024,-446.20404474691884,-437.20021722300396,C,C,low
-386.08001382344617,-412.3070672453321,-378.8309595383293,-411.33012971446186,-412.252611698828,-374.5092060013211,-405.57834124490194,-406.4495903560213,H,G,low
-384.5544910119034,-440.550951555347,-376.4417716007056,-446.9591106230935,-436.5443570874075,-380.32997163979576,-446.25757186190333,-436.8557712424571,C,C,high
-380.28392504799797,-449.9942075942413,-371.9940625386583,-438.69604594894446,-441.2850934771959,-371.82599228047997,-437.4413170508541,-439.8785779256754,H,C,high
-382.1583834479014,-393.79077690009166,-375.23112096776356,-401.20404725585837,-386.74952945122806,-372.08329205010415,-397.7136097509515,-383.6523246427943,H,C,low
-383.72717271609946,-370.8626437377373,-375.27597115432906,-379.5579813715276,-378.4213446519798,-371.29734285643787,-375.2259409639282,-374.2032088375011,H,H,high
-385.1382771616628,-461.24713876336864,-449.7959026642796,-400.17428463758415,-428.5940145872948,-449.82139098332675,-400.5407353789335,-430.234298693999,I,H,high
-384.56681563251027,-366.5574403934827,-374.5355480677008,-375.94446255609125,-376.6127917396601,-370.30949783239305,-371.46479495998324,-372.2816239941835,G,G,high
-387.27477709865695,-365.07585720725126,-375.34115523232333,-375.07689190242087,-374.9838108019509,-370.39715939973655,-370.22077611981956,-370.0488972859859,G,G,high
-381.978622876302,-487.9440338684873,-374.7379243275953,-463.4988716468862,-465.38952130794394,-379.1220019268313,-463.35206516586845,-465.36251146918164,C,C,low
-392.9197051846398,-368.4927547368464,-380.7904180640193,-380.7641589492422,-381.22145490941887,-374.02744221637755,-374.1243031645837,-374.45938496124245,G,G,high
-384.2712780364788,-365.95921462455226,-375.3728448748947,-375.8287525000981,-378.4664831328614,-371.4113777395718,-372.19068913377845,-374.59785651446674,G,G,high
-383.5131719675094,-450.71745456290256,-411.71053996062335,-425.976029298272,-423.730388083083,-414.35871715523797,-426.97662638164576,-423.85407560081524,I,I,high
-388.7405277449438,-503.6901111146113,-374.10074917150286,-454.58813928012563,-484.2907353672766,-378.036348274084,-456.5013025672174,-485.33327375697417,C,C,low
-382.56817448950477,-487.76521044133483,-373.8866811450908,-488.43575425292437,-461.26278918392956,-377.2287329765902,-488.06205420130766,-461.0846115696126,C,C,high
-384.25659993555894,-387.44849373619,-375.4556003676038,-399.30769581583644,-394.0120114981709,-372.8939144668456,-395.90852170441406,-391.4146952544631,H,C,high
-378.8324900203933,-383.3623150644476,-372.5976258592605,-392.69893028903203,-383.56276099397405,-371.43721399140304,-390.63647469881187,-381.69576718267996,H,H,low
-381.746062729005,-365.66656485333715,-375.0380564184749,-375.2796817191584,-374.13286920899526,-371.003297734183,-371.198454587422,-370.0911929446169,G,C,high
-383.5831898002847,-486.7690096353321,-423.7526661988192,-413.76780290715925,-472.5514861849109,-426.56163595500425,-416.7776566827533,-475.01540477807737,I,C,low
-381.3443003799638,-372.98329884354587,-373.6874593349174,-378.53027249583835,-382.63008943165283,-371.2452005513861,-375.7490782087752,-379.6177571664741,H,H,high
-382.3409729964315,-364.47548653336884,-374.1359672647935,-374.7869052265784,-374.0135813976172,-370.0130142700529,-370.6879869016577,-370.0957340175975,G,C,high
