C,H
0.5793754847256966,0.4206245152742992
0.2808562419603446,0.7191437580396909
0.9249017158748706,0.07509828412510802
0.5421550073413276,0.45784499265867923
0.5429094898260997,0.4570905101738709
0.27256368714578566,0.7274363128541662
0.73103726798568,0.2689627320143458
0.7345805060556087,0.2654194939443827
0.1456532744789439,0.8543467255210635
0.5230081396597581,0.47699186034020413
0.2736430341684249,0.726356965831594
0.9291434855731697,0.07085651442685359
0.8979754344526165,0.10202456554734723
0.29360155860749976,0.7063984413925475
0.13036619776641387,0.8696338022336101
0.7471764023095124,0.2528235976905246
0.6868091297766409,0.3131908702233215
0.8133369638530445,0.1866630361470029
0.43357439853482055,0.5664256014652199
0.7621221392051516,0.2378778607948566
0.9284891906084194,0.07151080939157639
0.4459433307441953,0.5540566692558458
0.906623108304179,0.09337689169577376
0.5652722153245603,0.434727784675408
0.36456750258290227,0.6354324974170716
0.4557730472146899,0.5442269527853167
0.22102486263646748,0.7789751373635434
0.6297694932211007,0.37023050677886843
0.9264116437630292,0.07358835623697824
0.21965125581162476,0.7803487441884166
0.15687113908573846,0.8431288609142468
0.2652711870931841,0.7347288129068601
0.8830998445318506,0.116900155468152
0.8596762787176966,0.14032372128233309
0.7116931688179413,0.2883068311820901
0.5480824088660192,0.45191759113398255
0.5999604901608397,0.40003950983917846
0.9299491293001044,0.07005087069985369
0.6135251209668253,0.38647487903313427
0.34692916817529,0.6530708318246907
0.8605900337456073,0.1394099662543453
0.22302118047753017,0.776978819522429
0.8555170251990271,0.14448297480098504
0.6798349347829384,0.3201650652170747
0.28128152146299595,0.7187184785370425
0.38736033731279673,0.6126396626872034
0.9291826147594082,0.07081738524058992
0.3132190265761779,0.6867809734237904
0.8596600300044523,0.14033996999557927
0.9260312951081381,0.07396870489190038
0.5581021792632848,0.4418978207366849
0.7639355637815868,0.236064436218371
0.40852995739053,0.5914700426094948
0.19840072962481428,0.8015992703751426
0.6277318943994791,0.37226810560052287
0.915148746313902,0.08485125368612775
0.9240932232466239,0.07590677675342088
0.9263185732288098,0.07368142677114874
0.1220428833085454,0.8779571166914726
0.12242836297973395,0.877571637020287
0.6356824995415299,0.36431750045851535
0.6438721857582113,0.3561278142417953
0.20464413186987765,0.7953558681301585
0.3063604416137268,0.6936395583863141
0.6904874969177007,0.30951250308226125
0.6058289544940249,0.39417104550593396
0.7007517780635311,0.29924822193650286
0.4270012204607171,0.5729987795392865
0.32044326629019576,0.679556733709795
0.8714074181633479,0.12859258183661362
0.908493813809426,0.09150618619059135
0.4834879151965769,0.516512084803436
0.8109554750077136,0.18904452499232746
0.2932179440460514,0.70678205595392
0.12834873459418095,0.8716512654058628
0.800244453292713,0.19975554670727025
0.2525675784138576,0.7474324215861783
0.7845535565231835,0.2154464434768113
0.927309382070575,0.07269061792939967
0.14462200365096461,0.8553779963490182
0.6451724728966496,0.3548275271033497
0.9298470254794287,0.0701529745205304
0.8336545360622013,0.16634546393775698
0.12437082619543345,0.8756291738045916
0.9234963696789262,0.07650363032105555
0.20623379685474516,0.7937662031452697
0.9265846805612588,0.0734153194387833
0.8095741931086367,0.19042580689135558
0.19187337807925234,0.8081266219207214
0.5306006400261134,0.46939935997390336
0.5512699876661807,0.448730012333853
0.8625819368709421,0.1374180631290558
0.612948511537227,0.3870514884627788
0.3500616595464618,0.6499383404535019
0.9292705461280707,0.0707294538719605
0.6879893112504427,0.312010688749519
0.4084035727752737,0.5915964272247646
0.7997405442904725,0.20025945570953274
0.7536120110984337,0.24638798890159302
0.825643906175226,0.1743560938248051
