C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-927.9651806287136,-953.6618277305397,-954.4457697414647,-927.5161308671026,-950.9142098161519,-951.6252083994614,0.55,H,low
-928.7834834680642,-996.8259021505963,-1017.5055657177169,-926.2664084828442,-995.9810438225874,-1016.1343114198684,0.35,C,high
-926.4286325285698,-1003.7555612731657,-995.1240911055197,-930.6716024200089,-1002.6200938930668,-994.7033263750295,0.35,C,high
-923.2800825548295,-931.1924424191864,-932.507135684958,-922.5798996540318,-929.9099313480816,-931.1177875654926,0.20,C,high
-928.1714313371457,-949.4910571149585,-947.8490285465668,-926.7950726903831,-946.2593577193347,-944.9031687942169,0.55,C,high
-926.3461910778741,-933.2209169253637,-934.3024000010777,-924.2527239017982,-930.6101793370409,-931.7083947526501,0.35,H,high
-927.0281947430179,-974.2337059543617,-1007.1465758280218,-927.3964653134865,-974.499796837926,-1006.0679497697456,0.35,C,high
-924.7888990235039,-928.8269135319948,-928.6260392387643,-924.7215510635494,-927.5693388325834,-927.306566786501,0.20,H,high
-925.159491247533,-968.0158792155911,-952.5815821886039,-921.897839612753,-966.7234839906711,-951.782994459071,0.75,H,low
-924.2954097220968,-951.9861291381853,-944.4874275473342,-923.1514227090091,-950.3852574452957,-943.2752818740657,0.35,H,high
-925.5840680352109,-934.0624251027698,-933.3611317576429,-923.2082241526465,-931.5065124219973,-930.8137205033679,0.55,H,high
-925.0971139550384,-989.5248444796523,-990.4064225012795,-930.2586213123791,-990.4733477518895,-990.7398415186901,0.20,C,low
-927.8883820222143,-976.0587241515337,-978.7591210763,-929.9506742783274,-975.6531285171226,-978.4829889463088,0.35,C,high
-925.459363777182,-926.8136400551678,-931.9906822467981,-923.4064070917168,-923.8861735301675,-929.0848248687872,0.75,H,high
-927.2784926240679,-927.2111592581848,-932.2311290042317,-923.9036602164888,-923.667213366867,-928.5705963242606,0.55,C,low
-930.25531133328,-977.4075423789802,-971.9711425322779,-930.3758739223076,-976.6590072674228,-971.4479110592231,0.55,C,high
-925.4644950695891,-970.2689207702506,-977.0124536925829,-925.4965007318352,-969.6586451902439,-976.2447392467698,0.00,C,high
-927.7865156106492,-954.7382064618399,-974.3646651471402,-928.0591349528958,-952.7666441762732,-971.7860917107081,0.55,C,high
