C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-736.2389348473398,-801.6216863077718,-792.7924862225221,-737.5975954821288,-799.973383952871,-791.5276082205361,0.55,C,high
-736.3400575000624,-789.8234940076553,-832.587411081553,-741.168477582375,-789.9360138810661,-831.3309003344453,0.20,H,low
-736.8392400971305,-747.5243935176841,-753.576550174339,-735.5179430982797,-744.7439094293089,-750.5352160466073,0.75,H,high
-736.179515410126,-798.1114188102962,-797.4658786938785,-739.649818324803,-797.5729999402619,-797.2291251765353,0.00,C,high
-735.0066068545999,-739.9092451033692,-740.6672174829531,-735.2431592907468,-738.6849615905668,-739.6675351612098,0.20,C,low
-736.4478922143151,-889.235364236259,-836.0620708332921,-740.5907760833753,-888.9922854567913,-836.8560027409304,0.20,C,high
-732.4726253954253,-746.7320004303233,-742.6872113430119,-730.9193222517117,-745.440176699354,-741.3945104548166,0.75,H,high
-736.412560107723,-747.4436019861428,-748.3594291870945,-734.7952694894121,-745.044033946697,-746.0033070342573,0.55,C,low
-734.609569198171,-741.6394329674013,-742.6570744178613,-733.2845171181613,-738.8085480256727,-739.7109142261522,0.20,C,low
-734.5250899891208,-770.8654101694192,-761.6479210493454,-731.4096381943888,-768.3506628970556,-759.0930825827004,0.75,H,high
-734.1603707277739,-735.0196800235623,-736.0630261458756,-731.490796912387,-732.1537231453037,-733.1089545477665,0.75,H,high
-735.287514035305,-741.8000238738068,-738.7442322157378,-732.3141574143791,-738.3910751124531,-735.380218826166,0.75,H,high
-734.1004494961165,-762.5696324277147,-749.7703129197977,-735.1671529544059,-761.1854015694356,-748.8845909829229,0.35,C,high
-734.7159565105356,-749.1863594655432,-751.919112368541,-734.3993028223989,-747.4868658108503,-750.2153506713744,0.20,C,low
-738.6619033593847,-780.1061330447989,-782.1872331394203,-743.502472557418,-777.5874763890833,-779.4614583321577,0.35,C,low
-733.0030131972337,-797.8489377763465,-763.507310626655,-731.4195923593827,-794.9854505302999,-761.1952808721709,0.75,C,high
-732.5692875060342,-740.8253775563612,-759.3655120341899,-731.7316096036865,-739.7834150639927,-757.8562708956762,0.55,H,low
-734.1863562331891,-755.695886183282,-755.5553330911669,-735.2104689544689,-754.7752979392782,-754.6288140144748,0.00,H,high
-735.9815580087576,-786.4666288426154,-785.6135243124018,-737.4606114827703,-785.291070081695,-783.9781394010109,0.20,H,low
-736.1794977901702,-738.9892234412149,-745.9002718440602,-731.9880023954569,-733.7618588132583,-740.9317066291345,0.55,H,low
-736.2801895310397,-779.0991533583082,-791.9818897060534,-735.6178285711909,-777.7294466791797,-790.2940591702838,0.20,H,low
-734.4508086803413,-801.0423989216463,-771.4081784102713,-732.8181040066708,-799.4520980835559,-770.4961208723076,0.55,C,low
-746.7196913158955,-762.9689821945282,-779.8342785295913,-732.4695439934274,-747.2848318904245,-763.8100373875448,0.75,H,high
-734.935914044939,-753.5259462323456,-753.087224730761,-734.4778703644192,-752.2831514676334,-751.0098880521057,0.35,H,low
-737.0241450202892,-753.4747393168363,-769.0998812460176,-739.1861683275494,-751.6890227847524,-767.5262918294196,0.35,H,low
-736.2934456181002,-775.2161167791071,-776.787548326563,-738.74212879712,-773.8552745521915,-775.7753947054423,0.55,C,high
