C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
719.5404782640057,580.088193387756,598.6143784695996,719.5192209172185,588.1547589959587,605.5758173151677,0.55,C,high
718.8102080347294,513.0372968534805,443.3852656559911,710.7482705047779,515.9158549321121,448.8145213340019,0.20,H,low
711.2071383769431,662.2293059403607,649.4857254431151,720.3318570267406,674.2515410407409,662.223488939767,0.75,H,high
714.8277017282778,492.01356151462755,498.4585454923767,705.8401277524314,497.14440807621344,503.2993613180466,0.00,C,high
720.2051934653017,611.6831224511674,615.5109532134757,715.3362463339176,616.5419176843219,620.2813615014874,0.20,C,low
721.211970080447,486.1860530766612,532.9608479778657,719.3808543463513,491.85862154636186,537.6745341443695,0.20,C,high
714.7096313516745,658.2667754250797,667.9394594976792,724.671791017142,670.3295020953103,679.581379777822,0.75,H,high
714.5477541484424,622.8850395555669,630.8302360185864,717.4406761765678,632.2736448211468,639.9804687416829,0.55,C,low
725.204058828077,651.672530681518,635.2269084092057,727.2600414920314,658.7457345741136,642.7225296772525,0.20,C,low
723.2516760374991,646.095391095418,662.0372076464588,727.8571741422577,653.8355506319517,669.3462645609889,0.75,H,high
721.122158435675,691.7537004910059,691.3676592100064,727.5506846644105,701.2506653284262,700.3625871911402,0.75,H,high
723.5718149739249,706.180866487004,705.577430746256,731.416447361417,715.1162957487469,714.4640681160222,0.75,H,high
717.1705406888545,601.3839368499063,619.6175037085014,718.1647710496603,609.6770458925844,627.3215571929923,0.35,C,high
712.6710194637874,573.6674743074643,573.2082756153765,706.6694477799517,580.4281787550034,580.2936390478868,0.20,C,low
717.8044419562624,410.63317588909274,422.4625585701557,708.6249005767388,417.67025409551735,428.76302639459027,0.35,C,low
724.7713435950188,633.5250879729101,668.270731269879,730.0611111718079,642.1770319233607,676.3342658861135,0.75,C,high
715.4865876761393,659.1887207620086,632.947482772353,721.380447732032,668.4777376434416,643.3942042755172,0.55,H,low
720.4853124070314,617.1343810593746,615.3700476332085,718.4193600259297,622.7662678479189,620.8940089770465,0.00,H,high
721.0129066270829,591.6677546353017,572.9786734330971,719.3132256832906,598.0884391763607,580.0106922243967,0.20,H,low
717.9927142832198,663.1207392575474,654.6431202443384,723.9993371707515,675.1947578572839,665.6914022173962,0.55,H,low
719.6475745455301,590.4433704386789,568.6972827280371,713.766145080046,595.2406205946935,574.649969311767,0.20,H,low
720.4934882199739,580.7816951644793,634.6051461781362,724.8841435867889,588.4268215095578,640.0969193468933,0.55,C,low
710.2163720804862,677.1987127739119,643.3994688043533,728.9459998112948,698.722482276273,665.746992107543,0.75,H,high
714.8408048410686,603.7284542247169,574.5436129220384,718.4320673388709,611.4383152611372,583.0320439349421,0.35,H,low
723.2277603071865,541.9111135494502,531.0625947416247,718.7199566385524,546.8891852551635,536.3278184489088,0.35,H,low
721.1283871430925,539.5674986850166,554.5451298851434,717.6801746047915,545.68097313536,560.0023555073274,0.55,C,high
721.3449132864347,605.6918273849328,607.6254305384172,716.1595572960712,609.8745092959788,611.9340273575275,0.00,H,low
715.2315078529944,580.6998274365008,595.7763155673822,715.654201420679,588.5823108716052,602.9202108303194,0.55,H,high
722.5816660683751,494.299614024044,539.3136923181493,717.3151552284585,498.34274965595216,541.1448105439049,0.55,C,high
712.0668563152685,523.2683352960692,497.7511163263736,699.8358273860513,528.5510803419056,503.9606394130534,0.35,C,high
714.8316513829325,693.2450301407699,698.8193445181338,724.7335018865822,705.0296302817952,710.5725619720607,0.75,H,high
715.4934175502667,679.6407964776955,687.3752913130287,725.4449109507261,691.7741779837204,699.4550490557674,0.75,H,low
723.4182952639059,506.25557786321207,477.60792360717255,716.3746873125503,510.01249207982164,482.2432164519599,0.20,C,high
717.8937517429932,482.7108706325962,411.7634217015493,710.0805210241575,484.0946981797188,414.52836710452067,0.00,H,low
716.5936838968305,662.6148496438512,664.9866573109376,722.6860379947643,672.3688646564866,674.4789305577856,0.35,H,high
718.36087141194,673.8494447381663,652.4826880165294,721.9493783178102,681.6119901241384,660.976627350385,0.55,C,high
723.2079220817742,626.8408290431828,608.8226709729198,723.9776239275598,633.6635964140264,616.1235278246642,0.35,C,high
725.0147523616037,652.5033360065078,645.9788193698062,727.6470988126367,659.6921874842768,652.9266590955788,0.20,H,low
723.1923366283207,709.0039126338665,698.9561140327492,730.725386788864,718.0445392397809,708.1033327887648,0.75,H,high
723.0238425982715,570.7197910191614,586.7413011476438,719.985581188877,575.1250791397156,590.9257688646634,0.00,C,high
718.8715667234236,695.0350675915821,674.2366374095213,725.4068779200664,703.6337381004585,683.4835252898516,0.75,H,low
715.7845958684622,678.2297811051175,680.2586070175382,722.921771214198,689.4851616357083,691.0686258824009,0.55,H,low
720.2605493645832,562.7363807941603,562.4687130649586,712.3848227121208,566.5227841890405,566.5509439423964,0.00,C,low
721.6999572193829,654.4045315526349,654.9213305660647,724.0282897586297,663.0481959932987,663.7899382679865,0.55,H,low
714.9813187342737,636.5418504112848,651.1108027475053,718.6143132276318,646.9559261131257,661.2137172701158,0.35,H,high
706.8533830273308,389.02312426998185,343.5648260810913,691.6665128262479,395.11902866005704,351.3116187087792,0.00,C,high
714.3471627551452,483.26569937480764,479.6634924212283,711.264786058001,490.60024416271426,487.19074458387024,0.35,C,high
707.0096586992832,611.5161684560553,602.4814133912716,713.3037235055928,624.0523704446251,615.5277304220202,0.35,H,high
728.3970236366431,579.2642152734126,608.295220708687,726.6721324687827,585.2498962097665,613.8115714902923,0.35,C,low
715.471218289758,634.7328471433703,626.8110367433975,717.9457951063978,644.3801297570453,636.6816444887462,0.35,H,high
718.6797814235712,625.2177074592565,645.3931628053867,718.9946033159788,632.2505499264257,651.8981758676308,0.35,C,low
711.9018464737284,500.4008184212433,512.0817973665454,698.87768280541,504.71160371394393,515.3193034200214,0.00,C,high
710.2372915326066,600.4875872089104,606.8444027278184,718.41174120199,612.5710186309797,619.1595444580553,0.55,H,high
720.348416207069,471.21191922355257,422.4633623394452,710.02188546141,473.09275160126197,425.3556627053218,0.00,C,high
715.1505882492598,564.6228296012456,537.5479123305696,710.6164721906442,570.5478109483782,544.395608753318,0.35,H,high
727.6453325924465,702.2219592550541,705.8704375566244,734.7764008179921,710.0010360436845,713.8168279808967,0.75,H,high
724.3233266071979,627.1415719006853,643.9008438183286,722.2481787848809,633.6048784054618,649.2285265564941,0.20,C,low
722.5136627461867,669.0569312522905,670.6557490815903,727.2002044778493,676.928308258213,678.6775702720035,0.75,H,low
716.4070607603431,612.4602686389635,639.7798285447092,712.842977827332,619.3048289665078,645.3377594396874,0.00,C,low
719.2120471942179,622.2493285846044,614.7292413864425,718.5127805888543,628.9827951696001,622.2988608943282,0.20,H,high
714.3282585191195,645.2640716373127,648.9325810436067,721.4816806112473,656.997866482728,660.9413496384269,0.55,H,high
713.1097294290928,592.0278308526795,619.679843113637,715.4783639174162,600.8279931915071,626.8805010504296,0.35,H,high
720.3932869427111,621.5577865196761,624.5188622225738,719.7164933710641,628.9916206936167,631.9389872038893,0.20,H,low
706.1782528141591,577.0775749863112,552.9631907478806,711.1320131801393,588.6360788423398,565.5302354455223,0.55,H,low
721.9912214064447,653.0076733113816,633.5664175587608,721.4568704932713,658.7430660264694,639.8822358119348,0.35,C,low
717.0242091892306,546.0678896500698,539.4154676288364,712.3333482247225,552.5466395655932,546.2545716705208,0.00,C,high
721.959050133404,445.4477467323523,437.13688804687376,710.839388132079,447.65944984662315,440.3026900812639,0.00,C,high
717.8688711077659,662.9709857572532,655.3229529671942,722.7298292200369,672.7135540566097,665.4778154950587,0.75,H,high
722.1064635454153,614.9200615104008,595.4367602309944,719.0431831010414,619.4116960071555,600.8828705591977,0.00,C,low
719.0356146057145,620.5941692368428,617.8360138526435,721.3606844169295,631.0245296868535,628.3737398755483,0.35,H,high
706.894668718093,611.7254264120296,635.6282876267422,718.0230802331376,626.2923629859845,649.637739841136,0.55,H,high
