C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-287.4973316238762,-372.83508881663715,-363.1108258542662,-288.33272555678917,-370.13936035098544,-360.89305691583024,0.55,C,high
-287.28320095579875,-395.9927153789311,-450.771516947907,-292.38799804533505,-395.33858322413766,-448.57347257827666,0.20,H,low
-289.3388689423216,-310.1436286823715,-319.11541057821773,-286.8028611423522,-305.8585236127929,-314.44722980528445,0.75,H,high
-288.19008180113565,-382.4981277240398,-380.5977050908741,-292.7511481002695,-380.8797927614948,-379.33790066847973,0.00,C,high
-286.7839800271151,-303.1553885596337,-301.21509076697674,-287.53442005155046,-300.83899268089573,-299.1513086981953,0.20,C,low
-286.84717051794445,-475.2170360594099,-423.09159457527215,-290.80567409488157,-474.204063214474,-423.07847164409003,0.20,C,high
-284.0430803799448,-306.6471182951143,-301.979360748831,-281.73424818457386,-304.27852167293275,-299.6403118248692,0.75,H,high
-290.59645847140183,-311.2311709468349,-311.763374113008,-287.9802881601016,-306.7060611158763,-307.4491602468246,0.55,C,low
-285.01349824968383,-301.86793047343684,-305.20550902607613,-283.70091131764127,-298.2926448521977,-301.26550484980385,0.20,C,low
-284.8525811848823,-326.0210754807145,-315.5736108757935,-281.2975994158806,-322.6561221015753,-312.2262968646816,0.75,H,high
-284.2048318609977,-286.97448636854665,-288.01116159985935,-280.98901736021537,-283.2192850052714,-284.16490016708127,0.75,H,high
-285.12859290529695,-292.73212754673256,-290.22917566201846,-281.45699296571087,-288.4388388424452,-285.9586643111772,0.75,H,high
-285.8339518409013,-340.102461962342,-322.1284148504344,-286.70421844450425,-337.455031537471,-320.00849850904837,0.35,C,high
-287.8889303501082,-317.90206069141016,-318.1283051310409,-287.7637852372824,-315.0627379617404,-315.2607294268879,0.20,C,low
-289.30776097255733,-398.76640045465473,-396.0403345504934,-296.95890042290074,-396.0243462720276,-393.18329792260334,0.35,C,low
-282.8407729544484,-351.97781489743153,-315.9350836190392,-280.91336622321796,-348.3761843767005,-312.991195566804,0.75,C,high
-283.7974662321667,-297.94216181087495,-320.20773042226864,-282.6723356960784,-295.873932818889,-317.5772823652106,0.55,H,low
-284.95285821440564,-326.59034405906914,-326.477943153279,-285.70255513522574,-324.8950944471364,-324.78787727636205,0.00,H,high
-287.68186306710743,-355.78011402222063,-360.5196346908292,-288.7484571442988,-353.3547700663025,-357.4184350681647,0.20,H,low
-287.3543238425238,-294.2487819984441,-304.62628493479735,-282.32770079483686,-287.4780860525871,-298.1777901131738,0.55,H,low
-287.5034219411646,-341.43151329805715,-354.7242585663303,-286.98996730309267,-338.85612181926655,-351.76496322205736,0.20,H,low
-286.26519003211934,-362.9070737839636,-329.19675118784113,-283.4750028784886,-359.66199894753373,-326.84926564316214,0.55,C,low
-297.31931235887134,-316.79326057305445,-337.59345052198114,-282.24881652305584,-299.9998533326362,-320.2891636262473,0.75,H,high
-286.14224069378355,-321.4729902717013,-333.59645027310773,-285.8807085340138,-319.73247433357426,-331.0633225590944,0.35,H,low
-287.49202415083863,-330.21098727568904,-349.50135270598486,-291.43009143608083,-328.2150103672088,-347.60868378114964,0.35,H,low
-287.2433123883296,-374.3384183286937,-371.41438756673097,-290.2047681147936,-372.0285888373318,-369.6322655600182,0.55,C,high
-284.4648342177687,-306.5354500023156,-320.1346966045209,-285.80389122408735,-304.76046499911223,-318.14837395377356,0.00,H,low
-289.16251923960453,-365.3983062328998,-352.05776660888387,-289.5439883268288,-362.3000760380615,-349.2811076268284,0.55,H,high
-284.86050973889684,-385.89451674351847,-357.71163840773875,-286.62676823420844,-385.3966995146974,-358.04662016931644,0.55,C,high
-291.139361331203,-333.4511385938456,-357.51828230754154,-292.0325374621988,-329.87496451630165,-353.8955795627712,0.35,C,high
-289.273146667686,-294.29844734424495,-293.38652568232806,-283.7763192140678,-288.8127656507644,-288.0658461548002,0.75,H,high
-288.649937877542,-303.85995051792383,-299.4120216354747,-284.5607769973182,-299.2918779153147,-294.78242838443816,0.75,H,low
-286.719190933443,-445.21666586955666,-474.03496068141146,-292.05515280877114,-444.723453233878,-472.50996127040196,0.20,C,high
-286.16755858098065,-406.85123651821806,-467.67561206709206,-288.20794340967467,-407.9733432519512,-467.7936454337359,0.00,H,low
-289.86373935079695,-312.81802930885726,-314.2436800373053,-286.0225427537472,-307.270469080843,-308.9590965704283,0.35,H,high
-283.38850710718725,-306.04955202099706,-320.2841202889379,-282.21404930886456,-303.82744390811865,-317.5151370320765,0.55,C,high
-286.3047292993002,-346.980642679713,-341.03152689072334,-286.2044525679677,-344.75271843106685,-338.2293407807611,0.35,C,high
-283.7814326031583,-301.3072401118725,-316.45050677745627,-282.6274425641969,-299.04212379036943,-314.1839555472491,0.20,H,low
-285.0127870335283,-288.7686856165602,-294.09490690575126,-281.16593637625823,-284.7024003586936,-289.73693705347466,0.75,H,high
-284.227154600228,-375.92422834566423,-356.5859023206909,-285.4571668339284,-374.2956928455427,-355.3108681964701,0.00,C,high
-285.069009602717,-298.5452798898488,-311.364143317901,-281.694841462793,-295.33418022773225,-307.794007422043,0.75,H,low
-290.15667650180046,-298.47009036387294,-298.49438880116276,-285.47218604957783,-293.2725467892225,-293.2719531138499,0.55,H,low
-286.0940727951005,-347.01979522946465,-348.6832883153028,-288.262237571816,-345.70926023680244,-347.32385326256207,0.00,C,low
-284.3570065277341,-299.80546464923685,-300.81932428184956,-282.7725539862191,-296.2273553716959,-297.21719380137614,0.55,H,low
