C,H
0.9249005943392721,0.07509940566074329
0.9297063638590618,0.07029363614093095
0.4056434318109002,0.5943565681891075
0.8840173784657033,0.1159826215343169
0.8051099595342521,0.194890040465765
0.41540301095710513,0.5845969890428957
0.854883054824723,0.14511694517529405
0.9079753630469292,0.09202463695308048
0.6614367424510517,0.33856325754895045
0.4886224476986433,0.5113775523013419
0.42602884349120906,0.573971156508797
0.7853100963928412,0.21468990360714785
0.8541828585012279,0.14581714149879038
0.8564951585326224,0.14350484146736242
0.929959284870698,0.07004071512932177
0.8866323257433774,0.1133676742566326
0.8871159353453175,0.11288406465469222
0.5202767834289639,0.4797232165710439
0.8765212041776231,0.12347879582239432
0.7678844234529592,0.23211557654705114
0.38163235242421284,0.618367647575782
0.6992782578773463,0.300721742122653
0.8559126876194194,0.14408731238056244
0.3490640219779498,0.6509359780220315
0.7003058496848676,0.29969415031512286
0.9217164706896843,0.07828352931030756
0.7208674862042491,0.2791325137957332
0.7501753437034534,0.24982465629653716
0.3092288467772776,0.6907711532227125
0.6984060971794714,0.30159390282053816
0.9202371953700986,0.07976280462992558
0.914086249254941,0.08591375074507161
0.7156192522469161,0.28438074775310335
0.28040996592476153,0.7195900340752516
0.6969148056851802,0.3030851943148059
0.8026799430902527,0.19732005690974247
0.893205416577813,0.10679458342217382
0.7513302161265433,0.2486697838734681
0.7820854639739744,0.21791453602602123
0.6790367350150893,0.32096326498490485
0.31261749762190644,0.6873825023780733
0.894594246138754,0.10540575386124049
0.923819895750266,0.07618010424971443
0.8693482038934885,0.1306517961065253
0.501107024606528,0.49889297539345223
0.08203926941093159,0.9179607305890681
0.1405444234259477,0.8594555765740425
0.7477254069669371,0.2522745930330432
0.5246840202590229,0.4753159797409652
0.9257558066301628,0.0742441933698365
0.771303017536626,0.22869698246337156
0.4838282182713347,0.5161717817286612
0.8974262293195764,0.1025737706804017
0.5591932469567572,0.44080675304324574
0.31718466589250666,0.6828153341074804
0.9144605598108336,0.08553944018915735
0.9298166265254477,0.0701833734745534
0.19530497543783862,0.8046950245621958
0.25798295449845604,0.742017045501561
0.7459075523949041,0.2540924476050745
0.7784420412647033,0.221557958735281
0.0730619713325484,0.9269380286674459
0.13032279110470252,0.8696772088952889
0.5545899203258,0.44541007967421214
0.3781878583754595,0.6218121416245279
0.644671354357103,0.35532864564287536
0.7385923354782176,0.2614076645217772
0.9159784622415006,0.08402153775851615
0.9254996189010944,0.074500381098903
0.32438331703275264,0.6756166829672277
0.6564318084301294,0.34356819156986257
0.9011786809465487,0.09882131905347019
0.859036382205731,0.14096361779426686
0.7552469812642625,0.24475301873572922
0.6557254534594422,0.34427454654053813
0.8215680089906142,0.17843199100938792
0.9203340759013902,0.07966592409860895
0.2907821484130571,0.7092178515869423
0.38768607840759345,0.6123139215924127
0.6852393910934597,0.3147606089065638
0.8170226650658444,0.18297733493414614
0.29121720689935787,0.7087827931006623
0.8137881707937346,0.18621182920626672
0.43239949061341326,0.5676005093865839
0.9054315388621503,0.09456846113786757
0.2944223675048724,0.7055776324951387
0.27106059430064594,0.7289394056993503
0.49323290660394864,0.5067670933960526
0.6643613942632642,0.33563860573674387
0.8257159433378928,0.17428405666210775
0.5270562373534046,0.47294376264658067
0.2304534325575041,0.7695465674424977
0.613513830470288,0.3864861695297148
0.6598744623949202,0.34012553760507724
0.691427258166773,0.30857274183323413
0.7862120207713763,0.21378797922860984
0.1756396792562439,0.8243603207438005
0.8652189443225327,0.13478105567747276
0.561935131926917,0.438064868073073
0.5451611659886823,0.4548388340113368
