C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-54.08849459143964,-304.9513195531199,-375.6595411828993,-61.96738596354438,-310.2790000802921,-379.0733674470499,0.00,C,low
-57.24878776596136,-192.6609276794133,-199.31146365585946,-71.84960296524609,-195.6788037326021,-201.21656847297336,0.00,C,low
-51.27262961286848,-62.28125963135478,-71.13294209053139,-47.79729551791624,-58.88056207332257,-67.40117223473801,0.75,H,high
-56.07997167556662,-134.00471432097802,-133.12239616391514,-58.935429914819686,-131.66538991704786,-131.17420768714263,0.00,H,high
-53.71858590897681,-126.62405190682749,-117.95273524314075,-54.48966813398819,-123.31984946398093,-114.61136119127784,0.20,C,low
-52.9732159756049,-95.883726806835,-70.3640657946352,-48.79399407548388,-91.52550791600922,-66.39361339891656,0.55,H,low
-54.27542206029018,-162.74652307217605,-142.51421185433716,-56.172899754798195,-159.25965181108825,-139.52901411204067,0.20,C,high
-56.95030630877291,-140.15420766626656,-137.91174419753273,-64.21762631945909,-137.903608523697,-135.25335404371648,0.20,C,low
-50.97301952421888,-77.79845500063904,-65.69902575760328,-49.75003492527574,-74.69256589372112,-63.15931473328795,0.00,H,high
-48.70941368171733,-97.33829192995529,-90.96453322528073,-45.952011333700405,-94.83904877570504,-88.46990728333752,0.55,C,high
-51.68510290188452,-70.18393961476298,-74.80777749891975,-48.55847608045663,-65.87032697646475,-70.3073354840958,0.55,H,high
-54.943505696240365,-148.58388808164233,-163.6136432470913,-55.462525945223234,-147.3341933225867,-162.04869647354107,0.35,C,high
-55.52737461670857,-131.89757480486395,-114.57994165795931,-56.44491761417049,-128.4918756011987,-111.82063831486693,0.55,C,low
-54.12609176475268,-215.16649059677206,-214.64155879796573,-54.09417635364558,-211.91732208222712,-211.36654880385882,0.75,C,high
-54.68164062987265,-355.67567072389835,-338.5722505547732,-67.36552627481207,-355.8978062467459,-339.341367908185,0.00,H,low
-53.698477584673306,-167.61278828427987,-165.97108574857413,-56.724739291567275,-164.57880235681998,-162.5509602960067,0.55,C,high
-51.79860384979531,-98.02183425003336,-100.85889476110708,-57.604769722036764,-97.09372666923443,-99.61760069150391,0.00,H,low
-50.791567410411396,-62.89892292288981,-62.739650895018585,-47.87604348934276,-58.55083205637588,-58.29989054382632,0.75,H,high
-51.667634862743,-133.79720006512284,-139.21982187821308,-55.23733399647878,-132.40003591894703,-138.0372753835805,0.20,C,high
-52.5342992050678,-115.2496092037779,-94.6199396096092,-53.496205092890605,-112.9564140673765,-93.20749945219494,0.20,C,low
-50.076662801516015,-68.48704560783064,-65.49122895245833,-46.59654298560566,-64.49138810112306,-61.520639112076985,0.75,C,low
-51.23740433470752,-90.05963272087914,-79.77337895347029,-49.60063619753885,-86.15744199965795,-76.10011390917647,0.35,H,high
-58.413241119515504,-145.16590079703752,-155.55904025145298,-59.94887442436378,-141.6839824433276,-151.78712216564594,0.20,C,low
-53.122854825756306,-82.97561142885412,-63.70240896513617,-48.576888543850295,-77.94278516312875,-58.946863215610065,0.55,H,high
-50.70367475508972,-94.01487217638488,-80.21875282727333,-48.99034236978253,-90.35327464221703,-76.85901666587225,0.75,C,low
-58.425371678399465,-174.23176377506095,-176.5362098129846,-69.05342806876465,-173.8739630837366,-176.63097025259628,0.00,C,low
-54.345828358264846,-122.34044205324744,-124.36253309738191,-52.66485129350553,-117.61035250704303,-119.44600408402272,0.55,C,high
-55.42218714587527,-120.91211047494401,-138.70938441916667,-55.829923243885524,-118.61522262058438,-135.7049877454197,0.35,H,high
-57.143221044685404,-94.07080148906135,-91.48499650490638,-54.33142151087974,-88.81410957880773,-86.31369527478873,0.75,H,high
-54.623297370495486,-139.79102297511082,-105.25413297357554,-55.22815597641602,-136.3159745086266,-103.10214989017226,0.35,C,high
-54.93166812137904,-211.02321742823213,-177.07117414115956,-60.938324205299,-208.32923930675938,-175.4238504176163,0.00,C,low
-51.45690763697735,-299.7717725387742,-302.0925476219745,-55.22686334372315,-303.3195644801294,-305.67618175288544,0.20,C,low
-49.26543383915779,-92.37709507405114,-71.67160404516903,-48.742028989732475,-89.05890041466787,-68.87457452389962,0.20,C,high
-57.92261230331412,-138.5323493344591,-122.2830765953896,-52.662213425117805,-133.39060427892466,-117.43156103248934,0.75,H,low
-51.018505718915364,-80.57395533410613,-88.26228470347166,-51.551790073121815,-77.7861894836671,-85.6828733880123,0.35,C,high
-55.77460243543194,-133.27943290404292,-125.28066814482438,-54.333313029851944,-128.3171387695946,-120.24655041509645,0.35,C,high
-55.01350630454892,-159.39106931652043,-161.3760264374543,-58.35119990016727,-158.53733019620077,-160.02482058611062,0.20,C,low
-57.80688269170142,-129.66718778452872,-152.609887246262,-56.70708969098819,-124.69605611789507,-147.4363828381384,0.35,C,low
-56.29556684375853,-111.8067016414168,-128.656045428248,-56.70674806177544,-107.62041340376204,-123.98945928596602,0.35,H,low
-59.91466398249074,-123.87554697279326,-110.24919236620802,-58.86742321170632,-118.39232062314896,-105.56491282400609,0.20,C,low
-55.75986100742694,-62.62992766194357,-59.78464965800036,-50.47070132967626,-56.50965900755605,-53.868674057909324,0.75,H,high
-53.41351857116962,-138.84707768979678,-160.10253078017425,-59.249462241794454,-137.84180764570775,-158.76316846366134,0.00,C,high
-56.802968020023236,-227.46427405141287,-232.40477863816622,-62.409413550346315,-225.59336604986672,-229.94182324549638,0.00,C,high
-53.788428165189046,-119.71866059224337,-127.06463860037898,-55.64602221678573,-117.3822559876221,-124.65022570002417,0.00,C,low
-56.31064372485933,-76.54576457214448,-87.28362989525743,-52.241613084338,-70.82179267210445,-81.12771422534655,0.35,H,high
-64.89871742921788,-84.60614185101036,-86.52667031959142,-54.30712702518038,-73.64097613870806,-75.28291784156198,0.75,H,high
-65.03367043018144,-88.68862664147647,-88.66281556601788,-57.026369987538985,-78.3032941384029,-78.26749770984361,0.55,H,high
-53.75409936843379,-151.9824469701904,-142.03144970495308,-52.75742071608339,-147.1494683271285,-137.51020569600286,0.20,C,high
-52.62875431635229,-88.11903069939653,-87.3433228965292,-53.11547925651741,-85.57933428567023,-84.82130140766779,0.00,H,low
-51.839241456185185,-179.2002675352534,-210.93825080675734,-57.931664469782504,-178.98362387372524,-209.30828535319696,0.55,C,low
-51.644284328702405,-162.94506861499042,-182.40462028481406,-50.94935015863305,-159.723281623908,-178.80968467027498,0.35,C,high
-57.47949029572552,-103.63422648639873,-102.94999010410149,-54.04741991239184,-98.85578575749146,-98.24188050823706,0.55,H,high
-51.142673895220334,-158.09071115318682,-166.640155574705,-53.83509116142826,-158.95826977805515,-167.3082036829627,0.00,C,low
-56.50814347275908,-126.25097875572453,-139.0980325505597,-57.55087781242704,-122.14547613058252,-134.77032117717343,0.35,H,low
-54.69399871602484,-69.65049739405339,-69.55798238492383,-49.90530542551618,-64.79255280296435,-64.38799283451435,0.75,C,high
-52.64108879230512,-186.06661381125397,-175.87981153321684,-56.06268604210108,-184.11330182147688,-173.9811649566785,0.20,C,high
-59.871808648760776,-395.08048045595814,-364.3919223789593,-69.78098852234072,-395.2017952577168,-365.00741222879464,0.35,C,low
-56.996813801179215,-82.54321773245803,-86.91063991916621,-52.24965748139893,-76.27700697512526,-80.66718669464414,0.75,C,high
