I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-62.07970763155485,-39.5184054174976,-50.41599479409366,-51.994901945429426,-54.50367548973437,-45.70242080676814,-47.186689300306995,-49.80421647282578,G,G,high
-66.60351510519644,-98.94653020294396,-55.34848590368667,-98.91783442030244,-99.1034333692928,-52.404681823863534,-94.00325818464452,-94.18709440065162,H,C,high
-65.48434292919234,-241.16874840919087,-55.07992318007915,-190.05351826276916,-213.1494685419585,-63.897371854149505,-190.07791157853643,-212.3147302598088,C,H,high
-71.04807607522888,-44.84643604466505,-57.454722887934665,-57.76655132008878,-57.296435431583454,-50.353107231649574,-50.59719333011821,-50.226177734124214,G,G,high
-74.21433767926648,-503.36719929110296,-278.87731709465595,-453.47419091274605,-131.25886519578594,-289.2818020353975,-454.8180426677464,-153.875876599504,I,I,high
-63.408527478873644,-39.50894894313164,-52.73944613348492,-53.01543789155309,-53.32893557183949,-47.360922631170524,-47.52870506019296,-48.04513382614722,G,G,high
-67.03305370470844,-160.3019874526893,-87.81832642396915,-122.58121632445327,-139.83355824047777,-89.64357473587634,-124.12467596249098,-138.6564991429883,I,C,low
-64.85791787831126,-114.55920079109264,-73.43076816309522,-96.21537456948828,-101.03916920185364,-73.72676818985195,-94.56024980960004,-99.56924618863515,I,I,low
-64.05328935927496,-357.9913344357576,-124.10307400725512,-309.4798043371121,-244.08607176108606,-131.82402359934756,-311.50691391366684,-250.50548766071515,I,I,high
-69.05966615700422,-42.34385223873734,-56.15323037212248,-58.23150051932654,-57.60977518956137,-49.263960501394514,-51.26859168433482,-50.895190307981935,G,G,high
-61.11271069304842,-89.2007032844371,-60.30252274991104,-110.41804852405107,-76.8183605833226,-59.27281868004498,-105.93612844550749,-73.22651920694977,I,H,low
-75.281517283965,-44.94033285981296,-61.18874556167361,-61.665629247299606,-62.086518715133174,-52.001409137495344,-52.207922544411055,-52.63002387364799,G,G,low
-62.6074691004944,-97.96722459938344,-51.64522217493395,-88.6513186292644,-97.16159836772385,-51.290595765828485,-85.7572608095815,-93.96460002509565,C,H,low
-59.28270924083726,-40.70835004705637,-50.73828531433366,-50.39836861553847,-53.646728753259495,-46.29255009482551,-45.98481039619087,-49.13513481562563,G,G,high
-80.21181643645005,-43.74945511487382,-61.40721685897449,-60.084669269674016,-62.98057672699035,-50.697250906041056,-49.738340002866465,-52.706088559353205,G,G,low
-68.42574368439496,-296.72779645951266,-56.51519795261267,-266.37898084712805,-232.0029932058992,-66.39420975712832,-265.2613006157424,-232.08020247336253,C,C,high
-63.69588859481325,-79.62138253203368,-52.35405817979593,-73.9417299378314,-87.59527790402112,-49.54531513944673,-70.12011380589273,-83.68661739912861,H,H,low
-67.14748691587393,-71.13653198386353,-56.56461950156662,-98.55849365434698,-88.83770970425145,-49.62708410857561,-91.20390627718432,-81.82566699587461,H,I,low
-66.85174046282457,-198.61111023008897,-51.719378380550985,-175.72077840310595,-164.5481042143794,-60.38813947637133,-175.15587530958425,-164.558839485032,C,C,low
-59.056706859373065,-86.09063186350186,-59.79991187291644,-79.1853848839692,-85.28630605196786,-58.80145924286259,-76.09921350514851,-83.83139924167024,I,I,high
-65.78555405195637,-108.63120031787834,-74.69885619244212,-104.69214169537331,-89.68401362574656,-75.54486459902925,-102.34398063571068,-89.58931979510905,I,I,high
-71.18064225545893,-73.78156362853545,-57.02354965283501,-74.73690828795213,-80.50712013933887,-52.94586663641117,-69.48928415925711,-75.06467972492595,H,H,high
-60.07572732869447,-38.518842978070865,-51.78547352697218,-51.538019811040286,-52.49795676166708,-45.9522781458094,-45.482224444909704,-46.62694942363532,G,G,high
-71.18270284738006,-73.77919473024517,-57.02474910694077,-74.7371635005714,-80.50669286373144,-52.94500637811124,-69.48770425831904,-75.062471606738,H,G,low
-62.285705474939476,-51.351731011120634,-51.24644740483351,-64.12619713863879,-59.049807320028,-45.84116077457591,-58.15788251182985,-53.156043628022154,H,G,high
-71.91856217894154,-196.79956704654788,-58.499450028867315,-194.54928502677117,-160.87768984591634,-65.40176253363552,-194.8733705781004,-161.76152878256488,C,C,low
-66.1774306701381,-408.43803036571734,-205.0646728862606,-155.88931285379732,-371.4367476142586,-212.78071424073656,-169.51400913027334,-373.8729507484415,I,I,high
-68.12238754983798,-240.32445405206047,-54.74635972034216,-211.33037795709134,-201.32937867696393,-59.316843477985586,-209.35296923654798,-199.37508806312192,C,C,high
-65.60350126990379,-39.5062226280368,-53.92584837849261,-55.1630757014784,-61.709342190611686,-47.54120534773609,-49.30657849917902,-55.53364735746686,G,G,high
-63.3919659518543,-50.53629535205645,-52.81642272219116,-58.400633141110966,-67.88717680161083,-47.29185587617947,-53.31525143094154,-62.29960620265747,H,G,high
