I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-961.0009536205181,-950.9094473963445,-956.0170756213583,-956.277272039169,-958.9586077726455,-954.0220161879022,-954.2014055236374,-956.9358272374969,G,G,high
-960.613572349729,-983.7204388645785,-955.9614048826693,-986.673742761604,-976.8405528363978,-956.3637403068177,-985.5551815125863,-975.6961058864421,H,C,high
-964.9790993008644,-984.3818541119365,-958.8075985758462,-979.8825457403657,-982.9320065579694,-963.450161993335,-980.0236205616235,-982.506671410389,C,H,high
-965.2044046626678,-953.0914240069463,-959.1256357390669,-958.1948264651227,-958.0445973218372,-956.061130676121,-955.1608949440187,-955.0906474747542,G,G,high
-968.0797549000658,-1031.6790833622943,-1013.2551711104386,-1061.4634205728587,-984.0150238360638,-1018.7521002601118,-1061.8950241882078,-992.8237477020168,I,I,high
-964.4095293703664,-951.7876480428998,-958.950209145994,-959.0958208200632,-959.0929956815439,-955.7411757331006,-955.8366634258406,-956.0124014502684,G,G,high
-961.6567390045877,-972.3784074079417,-962.6096603663409,-976.1744417761894,-969.2102371997134,-961.3540640423836,-975.077727691355,-968.2405250443717,I,C,low
-961.1535287357353,-974.802850540913,-967.4516358579563,-966.8579838171574,-969.5067193211277,-967.7847126218413,-966.0396343832159,-968.5665574729057,I,I,low
-962.2225704498646,-1059.9900448225385,-1001.9585259935941,-1029.5900372125896,-1022.9539456847743,-1007.4623678077228,-1031.8107810090376,-1027.9342322310686,I,I,high
-967.1120823694275,-953.4926510354654,-960.3470571832887,-961.1349067478619,-961.6919991400737,-956.6438912416689,-957.2487756352526,-958.0053982340346,G,G,high
-960.931592889948,-973.19777269268,-961.6418648475563,-989.2924545732287,-965.068673611472,-960.1482195078491,-986.4352697818318,-962.9800260635836,I,H,low
-971.7951580398546,-955.3106415527501,-964.5670421281839,-964.7789786985129,-964.5978883611423,-958.7839673092964,-959.0516641809089,-958.8615039223389,G,G,low
-960.1935021960342,-970.0063732522605,-955.558371687787,-967.5480141194417,-970.6409478782269,-955.63046981953,-966.8687870346536,-969.5100391202724,C,H,low
-959.7467566828036,-951.3261371680309,-956.0528568369375,-956.484314565278,-956.9980104326788,-953.7574241760409,-954.2194286830929,-954.6877040405262,G,G,high
-968.874672291493,-953.4844341753259,-960.0661998575578,-959.5735053504192,-960.4793221751751,-956.1590716469741,-955.9445425102336,-956.7125879465005,G,G,low
-965.7479918094382,-1066.0303985050937,-959.4225133637162,-1061.9568595377439,-1039.7356201386815,-964.9236192227205,-1061.7512296519515,-1040.5392332006795,C,C,high
-962.5548069903484,-979.374213108268,-956.8433684540627,-970.9524261219268,-981.8462599746704,-955.6353729488795,-969.4122295433808,-980.3390575525684,H,H,low
-965.2015777136309,-963.450964220009,-960.317432035976,-980.6635133637188,-976.2531378025334,-955.392547329667,-975.5530668681055,-971.4237540894634,H,I,low
-965.1914728351251,-971.2380827296128,-956.5236537909681,-973.071073547863,-972.0063446712229,-959.3108364336,-972.2607220783872,-971.2866602568993,C,C,low
-958.6644691648544,-955.3337229375614,-957.2084359893962,-958.5671404643022,-960.0485208685615,-956.7147075962768,-956.9317622140733,-958.6628967690251,I,I,high
-961.8446026833805,-959.505564793498,-963.4584501686421,-961.3946795667036,-963.4313042666844,-961.8366212844554,-960.0539387117427,-961.7944619466382,I,I,high
-964.9482419903129,-958.4508470506339,-958.3480238664017,-960.2059350359768,-960.948489120872,-957.2038641520006,-958.4913657498746,-959.1135871371945,H,H,high
