C,H
0.5000000000002418,0.499999999999758
0.4999999999999504,0.5000000000000495
0.5000000000000968,0.4999999999999032
0.49999999999991973,0.5000000000000804
0.5,0.5
0.49999999999994105,0.5000000000000591
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.499999999999837,0.500000000000163
0.5,0.5
0.4999999999998622,0.5000000000001379
0.49999999999999983,0.5000000000000002
0.49999999999916955,0.5000000000008306
0.5,0.5
0.5000000000001364,0.49999999999986366
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.4999999999996264,0.5000000000003737
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.4999999999999703,0.5000000000000298
0.4999999999999045,0.5000000000000956
0.49999999999998435,0.5000000000000157
0.5,0.5
0.49999999999991795,0.5000000000000819
0.4999999999994927,0.5000000000005074
0.5,0.5
0.5,0.5
0.49999999999979355,0.5000000000002065
0.49999999999957856,0.5000000000004217
0.5000000000002796,0.4999999999997206
0.5,0.5
0.499999999999987,0.5000000000000131
0.5,0.5
0.49999999999997624,0.5000000000000238
0.5,0.5
0.5,0.5
0.4999999999985397,0.5000000000014603
0.5000000000000202,0.4999999999999798
0.5,0.5
0.5,0.5
0.4999999999998056,0.5000000000001946
0.5,0.5
0.5000000000000796,0.4999999999999205
0.49999999999981964,0.5000000000001803
0.5,0.5
0.49999999999966227,0.5000000000003378
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.4999999999999882,0.5000000000000121
0.49999999999994976,0.5000000000000504
0.49999999999974776,0.5000000000002524
0.5,0.5
0.5000000000001404,0.49999999999985983
0.5,0.5
0.5,0.5
0.5,0.5
0.5000000000000054,0.4999999999999946
0.49999999999997935,0.5000000000000207
0.49999999999959543,0.5000000000004046
0.5,0.5
0.4999999999999112,0.5000000000000889
0.4999999999999908,0.5000000000000091
0.49999999999998507,0.5000000000000149
0.4999999999999727,0.5000000000000273
0.4999999999999302,0.5000000000000698
0.49999999999977757,0.5000000000002225
0.5,0.5
0.5,0.5
0.4999999999999784,0.5000000000000216
0.5,0.5
0.4999999999997547,0.5000000000002454
0.4999999999998146,0.5000000000001856
0.5,0.5
0.5000000000003153,0.4999999999996848
0.5,0.5
0.49999999999982025,0.5000000000001796
0.4999999999997474,0.5000000000002527
0.49999999999987665,0.5000000000001232
0.5,0.5
0.4999999999999737,0.5000000000000264
0.5,0.5
0.5,0.5
0.49999999999998485,0.5000000000000151
0.49999999999988737,0.5000000000001127
0.5,0.5
0.5,0.5
0.5,0.5
0.5000000000000152,0.4999999999999848
0.5,0.5
0.4999999999997372,0.500000000000263
0.4999999999999586,0.5000000000000415
