C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-53.28152608953399,-134.86279101564963,-113.02312210809254,-56.10744199563818,-132.1216092121975,-111.37495002457976,0.20,C,high
-58.55831205984319,-166.36563104618202,-165.83396848690023,-55.688536556501305,-158.9054024735665,-158.4851631701125,0.55,C,high
-56.72368404446919,-300.9570739908619,-281.8076073536091,-66.8789597056285,-299.01964516220517,-279.9773100501326,0.35,C,high
-58.70014904485115,-69.75392516545854,-72.41154989263057,-52.222734823025974,-62.23486475856929,-64.60136142749893,0.75,H,high
-55.216027319966116,-176.18132032077423,-149.53524465064578,-58.32482296945993,-174.27881994412493,-148.767747508398,0.00,C,high
-49.312152845073705,-110.83370307260695,-96.3497449040361,-51.027043533258336,-109.60570458825545,-94.92991470801017,0.35,C,high
-54.31739121068866,-383.9902496868354,-310.2412147722991,-70.39832917140961,-386.5769384468533,-313.56963078398564,0.00,C,high
-57.824874267148644,-161.74781179449752,-163.91468030745244,-66.83107670507013,-159.986941587391,-161.90641016985705,0.00,H,high
-51.0899538789812,-96.33836570067389,-91.40811752623068,-52.807419963991876,-92.66614503617832,-88.02599933993218,0.20,H,high
-61.65280480383724,-111.92683512941173,-114.86255787401292,-60.03664857092486,-105.34049969775023,-108.00507777609782,0.20,C,high
-56.410016359775504,-112.19952673288643,-114.84064420597954,-55.30483011041906,-108.06352048986962,-110.30584885818253,0.35,C,high
-52.21987124616141,-150.68669694155724,-151.7544306138717,-53.721341958958234,-147.9835765750774,-148.81143021228084,0.55,C,high
-51.80076085059059,-67.89101813297302,-69.90548505421337,-48.21849294369091,-63.546022889207684,-65.36131460838685,0.75,H,high
-53.92946715171029,-159.11534399639578,-159.84283517500245,-58.499012271357714,-157.2103250500901,-157.7824826262344,0.00,H,low
-51.87902011296686,-65.3223812372939,-64.74857546607696,-51.90008548020384,-62.345978537193346,-61.884513800734084,0.00,H,high
-56.2175810161795,-78.59017388311032,-79.62313185798163,-52.03613759482182,-72.39340500657167,-73.16409831524057,0.75,H,high
-52.634925782791605,-56.772780848865764,-58.37457290811465,-47.425192773268556,-51.20229010110942,-52.69542948623765,0.75,H,high
-54.281782220770125,-113.00552445146032,-101.92217344753175,-55.3884374676083,-109.00357484070817,-98.33080189495674,0.00,C,low
-57.108936156700445,-282.231685931672,-279.78696088658467,-69.9768875055629,-280.477077919785,-277.95713369672393,0.00,C,high
-50.988928315281846,-123.93701524692396,-123.8539182894146,-51.12527878455369,-120.3458932269495,-120.58480736074273,0.35,C,high
-56.822784902560954,-101.92989827896402,-93.2158372646122,-54.982748513629794,-97.5978794181106,-88.85391721649404,0.00,H,low
-55.32068136198585,-108.7088610570097,-114.41902764420648,-60.98860335500684,-107.7462261713491,-113.21497568556757,0.00,H,low
-53.56845345289993,-147.80599594695926,-180.91306900131434,-57.60870789129956,-145.98907744907515,-178.75043190047467,0.00,C,low
-51.11873128037577,-90.91773139019949,-69.76460294218037,-47.93467739845447,-87.05986099220578,-66.8312595109599,0.75,C,high
-55.74520554122499,-109.77081496808489,-94.98259492336543,-58.07600277634543,-107.22955108623498,-93.027640131102,0.00,H,high
-49.06436644631336,-81.33286460407294,-79.22848332415276,-48.27377321100864,-78.4304214703498,-76.2437627575977,0.20,H,low
-58.88967115290579,-334.6309732741047,-315.09316683878836,-66.67071487218557,-332.462708316897,-313.04567941543473,0.20,C,high
-56.05231123050699,-161.29620462750262,-155.49798717448175,-59.76846677537849,-157.59245517326806,-151.2145681647927,0.35,C,high
-54.00145235474867,-79.26514278966852,-88.58108329397314,-52.76538385905617,-76.38363422239509,-85.16643438591854,0.55,C,high
-55.14759267590427,-83.53346909289967,-72.97762040114554,-53.827650363066475,-79.04866690211318,-69.10518819730382,0.35,H,low
-55.5046495360944,-142.58917391893098,-148.83834618459895,-56.021115983542984,-138.12183247135937,-143.97637174692005,0.20,C,high
-52.782923683192486,-106.41318194576863,-113.79712081436709,-55.309007074624475,-104.26555407335988,-111.54712414394946,0.20,C,high
-55.42752976208789,-82.34108643679585,-75.72784536768762,-50.43179535871236,-76.00571219742652,-69.33443503003937,0.35,C,high
-52.92155479692349,-75.18623646175509,-74.97984321794394,-50.27254641213308,-70.56210387633533,-70.54126543465662,0.55,H,high
-55.32409256530128,-98.02157918105964,-100.88470545887657,-57.626571772812916,-94.77105035806332,-97.50947649688912,0.00,C,high
-53.636118683344655,-79.81436413658892,-75.31106937244769,-50.2820591471237,-74.4888092401095,-70.19698377059476,0.35,H,low
-51.54957485908418,-71.7050349946768,-73.85962251504034,-50.87242058506861,-68.61845966107327,-70.18877504744846,0.35,H,high
-51.91246669552017,-74.74215564090663,-79.6696689955622,-50.64759439729953,-71.90097114855259,-76.32103105600778,0.55,H,high
-56.517253890653976,-97.31255362805294,-114.01144293419713,-54.47328355186655,-91.6272723341181,-107.77750553996451,0.75,H,high
-56.16030063200694,-120.00351422173013,-117.47782039009694,-55.81219462596922,-115.36925897297941,-112.723065085434,0.20,C,high
-54.2329110807226,-98.33654462358237,-96.49559543325857,-55.722270492399005,-94.41050360702592,-92.87763672651896,0.00,H,high
-62.39406691545401,-262.3543930109497,-288.51333212383224,-70.3501809988822,-259.55870871157396,-285.6847177567352,0.00,C,high
-55.13168262431064,-196.30607453918873,-211.25331644609383,-58.00429754918757,-192.4305323575034,-207.04998446099384,0.20,C,high
-59.51398825420032,-132.30060709511116,-145.2502543557019,-62.95694142174652,-129.32509482292394,-141.82313391571623,0.00,C,low
-59.56146551401191,-102.57836922628891,-108.31802000400543,-58.06739089377031,-96.07301871900638,-102.06212633483318,0.20,H,high
-57.148488234057865,-73.01098767506204,-74.98251700239344,-52.67975726294432,-65.47187057608437,-66.99365477439957,0.55,H,high
-54.66124280634905,-90.59262266863935,-113.06007107327055,-52.808206194793954,-86.45354835479293,-108.66233783473987,0.55,H,low
-52.52121439016704,-75.67501303238953,-69.86743982762846,-51.48464666540259,-71.543378596295,-65.97610599473282,0.20,H,high
-51.73781626628441,-78.33692107919501,-74.51284496776053,-49.35578474704177,-74.23999110025004,-70.21626359219886,0.75,H,high
-56.94685036338494,-75.36226105199155,-69.5138719868963,-51.46626334375843,-69.25963742380733,-63.71718283324611,0.55,H,low
-56.97135836226143,-96.75499825404,-91.12385967297024,-54.748933705041246,-91.40211504817381,-86.31853529174393,0.35,H,high
-49.98477566994713,-120.75595065086539,-116.7703373096776,-51.15078900893411,-118.23687114287796,-114.18240614973446,0.00,C,high
-54.445845404869836,-181.1861680029431,-177.18238513857918,-61.35087534070128,-178.5824286850338,-175.00061589323118,0.00,C,high
-56.640126375487846,-130.65326113689554,-126.98718635769876,-53.4053241702684,-125.97437886469957,-122.11873160240998,0.55,C,high
-55.207978991962776,-112.06151701602423,-114.46177530385147,-52.17121349737368,-108.14984248000252,-110.41374528331039,0.55,C,high
-51.017517744524966,-75.22583062809534,-76.60466365715712,-49.58130378834107,-71.76984826768654,-73.25258969269478,0.55,H,low
-58.30970626412578,-117.13210329275724,-107.64480113187567,-54.14978989585216,-112.31156488537178,-103.46091239190707,0.20,H,high
-59.817514139198536,-114.17244984470071,-110.42079702084479,-55.71412395718727,-108.17578090358778,-104.52692499354343,0.55,C,low
-57.3658331610083,-115.6600837816652,-113.43806940975917,-51.79462400769723,-107.66756520191599,-105.66858096511785,0.75,H,high
-53.07900949188769,-138.41420306351495,-102.92923095580916,-50.674702876399365,-134.61790714734977,-99.96198046764388,0.55,C,high
-56.64263364961917,-114.41554488406342,-102.02999076272697,-56.06626167524427,-109.92786241185074,-97.7688698857663,0.35,C,low
-54.2883736245602,-82.75719783600687,-89.5736708985775,-49.91713639703379,-78.1977909639437,-84.7748664412538,0.55,H,high
-51.889616973241495,-87.92354474785148,-84.2727444241722,-54.22957843849526,-84.95276085904644,-81.48435058037445,0.20,H,low
-54.22043065267366,-77.96276445069886,-78.08829468970939,-54.93983461231022,-74.41787595715333,-74.58196572630253,0.35,H,high
-53.6126669130854,-80.26827534463338,-81.77631206980722,-50.781156130803446,-75.06975540837645,-76.58926784594729,0.75,H,high
-51.789379560261544,-136.66613581616116,-118.27195177694772,-55.71370419480329,-134.17476783715688,-116.29884613717334,0.00,H,high
-58.216136217312524,-195.99283875267906,-222.93821037434404,-62.9016843857736,-194.05775376346023,-219.95052647196147,0.55,C,high
-51.75060112427837,-182.52316232429035,-189.75325800167315,-55.368073734133134,-181.6225003469781,-188.18176462353503,0.35,C,high
-54.59420715621756,-163.41932802014776,-187.05309883291866,-56.508269722305364,-160.53178477691392,-183.53234679211178,0.35,C,high
-56.220048444992315,-119.27398883100823,-124.81619654918863,-57.399661087204414,-114.19275670851117,-119.76277661674632,0.55,C,high
-48.13062192503752,-67.39292642803404,-82.50284372476645,-45.665674395921066,-64.25901869043297,-79.15260472868447,0.75,H,high
-54.13267472555309,-97.21390240267347,-96.09024811775032,-51.516486442187635,-93.18903099807605,-92.22465418029724,0.55,C,low
