C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-450.9664299260183,-464.4881543222386,-457.5961223721242,-449.9547903707275,-462.2920896539054,-455.7199672543054,0.20,H,low
-450.7784197618542,-473.00892487132,-474.27180125044435,-449.6862469059247,-470.60360479063587,-471.6361195068282,0.35,C,high
-452.0048068157771,-464.94227604025014,-470.90786827861535,-449.47385337277194,-461.8777917871621,-467.5660012240525,0.55,H,low
-450.1550663514481,-548.9092379058849,-547.2602806410591,-451.3733445734341,-549.1758845025414,-547.2925739723612,0.00,C,high
-456.37172181527694,-459.7371509700096,-459.0809564624708,-449.7198432086949,-452.8000505266344,-452.0961566766845,0.75,H,high
-453.4944276464921,-464.6183253070643,-464.539754799811,-450.0513515833949,-460.2955459606832,-460.234169537652,0.55,H,low
-453.65869083223333,-515.3924362930557,-484.7879982781847,-452.0800877643944,-511.04014137329256,-481.0571274152048,0.35,C,high
-451.8092171475914,-474.65253531809606,-473.4236916250702,-451.6612300976134,-472.0801443834668,-471.0697764671086,0.35,C,high
-449.8175870753185,-516.5994910443685,-509.3947084319705,-448.34658228104524,-516.5989048823407,-509.7855145494002,0.75,C,high
-454.29282098450864,-503.0259010588605,-484.75664213258017,-455.8687750288015,-501.0899627647299,-483.2326653483147,0.00,H,low
-454.17016685714253,-481.4307083899236,-489.24303450625786,-451.30233713929937,-477.92861875861576,-485.5436528995955,0.35,C,low
-452.8347047140666,-497.84412991376973,-495.14912115554523,-451.9199277055818,-495.83307175585213,-492.91896834459266,0.00,H,low
-453.13063049617125,-483.8971640554883,-479.8832414899098,-453.9810567764938,-481.9744883372656,-478.15389561938423,0.20,C,high
-457.38459817453133,-468.50266684259356,-470.63647718766407,-452.9105026874463,-463.1479605239318,-465.17858963134336,0.75,H,high
-456.2189863700705,-466.2897184442101,-468.40091336102836,-455.10304831114655,-463.38811135136905,-465.16012557456065,0.35,C,low
-452.04082200020736,-524.3881043414901,-516.4165816171611,-453.0416728971437,-522.4763421358241,-514.9901207199381,0.35,C,high
-452.86596902088417,-548.0522119973436,-531.9322155292614,-453.2183835264995,-548.1660339456014,-532.7313801482593,0.20,C,high
-455.2761997618965,-497.51993443955814,-480.00058268119625,-452.0299320489384,-494.4984961573964,-477.3468388679405,0.55,H,low
