I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-525.6883231083905,-511.5461769063878,-518.2113426994871,-519.7755720281863,-518.1809247465637,-515.6942756535428,-517.2055212298375,-515.5682612926372,G,G,high
-528.6259803192216,-568.9587105399686,-521.7093695824453,-570.1786779511415,-560.9677350064421,-524.8561665824213,-569.1852106559353,-559.9328942622138,C,C,high
-527.0704276688272,-512.3595880579549,-519.9962133815162,-523.8046005743643,-523.3422571152042,-516.293853594031,-520.5400590882899,-519.607770654348,G,H,high
-528.0049600231224,-510.9016208418218,-520.0038112108118,-522.2171509230831,-520.5307451983109,-516.2702719349745,-518.5767173346136,-516.9896865568696,G,G,high
-531.3356587251485,-513.2401218161981,-522.4635979266227,-523.8805257490717,-522.6791624688675,-518.0915277433056,-519.4622151828506,-518.295346056336,G,G,high
-530.4656732119317,-664.9396382492536,-522.2619129436378,-630.0685926044052,-629.317046632569,-524.8347908146374,-628.9581249078632,-627.6322576162498,C,C,high
-527.6434671448135,-636.458013465098,-538.6949821223801,-580.9213016330841,-633.3885291254925,-544.7127235732445,-582.2856861556972,-630.9076280812955,I,H,low
-534.1348779994978,-516.3264913690325,-526.163099269285,-525.1736648257878,-525.9789305292987,-520.9542408608455,-519.8476851227975,-520.714937527144,G,G,high
-529.1333525423128,-516.0343670352645,-520.4451372536083,-522.82238999307,-527.3767861426292,-517.1083332785158,-519.3402280781104,-523.7079167949175,H,G,high
-531.3449879907655,-526.4798016751685,-520.8993270718955,-531.7692061353628,-530.4821071315921,-517.9244940505209,-527.9504336682734,-526.8234037168605,H,C,high
-529.6257944767437,-512.5984356662686,-521.6197004078897,-525.0905682750616,-522.3801996597559,-516.8140945605207,-520.2856970121122,-517.7082391182969,G,G,high
-528.97641104377,-580.3620432896206,-548.2586192909581,-558.6053374001312,-559.7402721058235,-551.7705266066284,-558.4594316015919,-558.4154161830311,I,I,low
-534.1318003471005,-516.3250041127368,-526.1606626839489,-525.1711047954743,-525.9763939875446,-520.9521262909444,-519.8453575119328,-520.7127452439147,G,G,high
-533.1805585194538,-513.611964153101,-523.8878391918537,-524.0958710943684,-524.1998731481004,-519.0927229749711,-519.598740370103,-519.6689459981516,G,G,high
-529.2173157204516,-557.3175062999311,-520.132484251059,-551.1880175900612,-558.2582696871484,-518.1078007295054,-547.6483170901446,-554.62536109234,H,C,high
-530.5841274692681,-532.4406100150296,-521.7143588463848,-536.5501155637098,-543.462382584083,-518.8536185493972,-532.9946306079888,-539.7215781645492,H,H,low
-532.8652376278296,-516.4701248783102,-524.5314221781806,-527.2246754900624,-526.6442449780039,-519.4202028031334,-521.5245682030193,-520.9061343421164,H,G,high
-528.9869697802867,-573.5095770429854,-517.6887080784641,-575.3911560145048,-551.4328151226149,-518.6765734544786,-574.4941595944105,-550.9978421814142,C,I,low
-525.2407390327496,-575.7932201774697,-554.6690608257798,-556.3906112229005,-554.0510992093433,-554.4764993502502,-558.0532977130181,-554.9193298300808,I,C,low
-525.2582646707767,-517.0597160090067,-519.3649969832549,-523.030196704374,-522.1631135986169,-517.6957242377568,-520.6354434291713,-519.6803625541426,H,H,high
-524.3566383234643,-575.2413642774861,-524.1929571879905,-554.3711215199673,-584.68823960953,-525.0244431871172,-554.4240644647981,-583.7407187030899,I,I,low
-532.871065695284,-516.4720104939234,-524.5362896330246,-527.2267102648452,-526.6462233662116,-519.4247834413198,-521.527338510986,-520.9088695108717,H,G,high
-525.0227360623121,-511.93173799827275,-518.6069801917307,-518.7405882315378,-519.1669574313904,-515.8410232261629,-515.965449965814,-516.4122518565489,G,H,low
-534.5039157665208,-630.3733059769243,-557.8743979974489,-619.281388762649,-571.0508175177322,-558.900442006583,-616.6409217316104,-574.7268981815381,I,H,low
-526.069926133397,-590.9977689511296,-567.5959459765018,-575.0796625938598,-559.8265086723275,-568.9252531532503,-574.8121066631053,-561.2069587529417,I,I,low
-532.8075437260364,-561.1353630483376,-523.3885129460909,-564.0984673769728,-553.0475901893519,-527.9076010052046,-563.4177813869416,-553.0107678455701,C,H,high
-532.8097875453091,-561.1192499788924,-523.3953269238983,-564.0872125632293,-553.0394437297676,-527.9075947574682,-563.4026036748255,-552.9983045558841,C,H,high
-527.6473403588798,-636.4614303470339,-538.6974322316568,-580.9265484134719,-633.3915705719013,-544.7159597638498,-582.2901998457896,-630.9104122836941,I,C,low
-538.0365098545306,-513.5097972038521,-531.393637742222,-531.5029069066898,-531.4735471270425,-518.3221902828011,-518.4571349832701,-518.2033524735095,G,G,high
-552.4859830266402,-515.6635659745041,-536.3076054378258,-540.3361854343694,-537.0537790579416,-522.3300578385515,-526.5487989397889,-523.5735650961083,G,G,high
-533.5127480503016,-516.3441510836549,-524.6805101289614,-529.7768151105804,-531.2222901648576,-519.1278676450349,-524.750583296088,-526.258290000723,G,H,high
-527.4933142859021,-710.8431966550108,-661.6726450020708,-686.1143306633172,-535.367086263913,-664.7424307852505,-689.3008488940951,-542.7660922281844,I,H,low
-529.5343462454084,-511.8858929033423,-521.019053474979,-522.1979512946025,-520.8893856415348,-516.8485096100161,-518.2007372427314,-517.2108972144025,G,G,high
-529.3396400061675,-532.6082434035226,-521.914517423103,-535.0498003110118,-538.3536019923016,-519.4580386255446,-531.9853998370396,-535.0229462129577,H,G,high
-527.5070754461808,-710.7697133555387,-661.6032636179619,-686.0584719471459,-535.3667395664922,-664.671532882678,-689.2431461276617,-542.7609520297482,I,C,low
-528.5902682504906,-528.7016375015329,-521.4754856771688,-533.3994889222515,-532.3233165335105,-519.0905976503639,-530.2898382516518,-529.1289313762169,H,C,high
-534.5063377750137,-630.3656839865392,-557.8735758379407,-619.2792536847041,-571.0436820489778,-558.9000603593533,-616.6395714079179,-574.7196041899865,I,I,low
-526.421524202283,-511.94234775304153,-519.9540538656755,-522.1562273102743,-519.2542993941115,-516.8252217671482,-518.850925020315,-515.9416081852371,G,G,high
-524.3568166017291,-575.2819729138675,-524.1955008177114,-554.3967323510398,-584.7273485167717,-525.0312823293585,-554.4511644661865,-583.7808807707944,I,C,low
-528.5862934455505,-512.4553288425827,-520.7188881409429,-520.4488083341371,-522.8057627022057,-517.0356660482859,-516.8994091745858,-519.0349651187747,G,G,high
-534.1694301471584,-575.8678894991217,-523.5434636877154,-599.8978578122607,-557.141296957428,-523.9516848605213,-598.7504967819034,-557.3691070296251,C,C,high
-526.6697059146718,-516.7561328174228,-520.1951937056552,-522.7797983172086,-522.5741664852426,-517.7214154589511,-519.8086821155183,-519.5742464769351,H,G,high
-538.4261043199475,-516.6379321259743,-529.0441214124373,-530.57544675558,-529.05085131803,-522.5494692597105,-524.4226532355763,-523.024300447439,G,G,high
-530.9752968307647,-855.7035213964804,-824.3268582198477,-733.1048360814165,-562.2274951245469,-824.4618787199475,-739.2197555885892,-576.4067372983593,I,I,low
-527.6890046060461,-510.64693762273623,-523.3313054868634,-523.0752044144016,-523.7700822924071,-515.9071979508042,-515.7516340722956,-516.3013983241157,G,G,high
-536.3574552452307,-534.851138330696,-521.5602948257832,-552.1931223791244,-536.4511154348617,-518.3014924386686,-547.8512963483955,-532.8168915889818,H,H,high
-528.8894291092598,-566.0775549218047,-520.9422034704546,-578.7854056731362,-558.6502579208552,-520.9518549136473,-576.407688070418,-556.5368914037555,H,H,high
-525.0878170715113,-511.6213626359591,-519.4924090066928,-519.0393513398332,-519.2512098321607,-516.2168476651593,-515.7314489431074,-515.9824693335245,G,H,low
-528.6855211286426,-544.6957253729879,-521.2309126424304,-540.6589335733684,-544.9412781424513,-519.355164499882,-537.7519001268361,-542.007420954162,H,H,low
-531.272655280909,-534.9753524186848,-522.6257525204776,-544.2339233576396,-540.6602615130248,-519.2877460031737,-539.1772815363547,-535.3115012593075,H,H,high
-530.5256674195085,-721.2192437534285,-598.1140336762945,-583.764352376631,-697.3348215577923,-603.170595450518,-589.4194916447117,-697.7617814719671,I,I,low
-527.7502559767067,-592.789496956249,-520.2164926123174,-589.5771327685006,-594.7453378832548,-521.246574871932,-587.6086672190515,-592.6885425985387,C,C,high
-531.4421315871434,-776.3223756046966,-523.9659120846659,-753.2462519267494,-713.7811025458907,-534.9817412079803,-754.9145102543566,-716.7527478726741,C,C,high
-525.7189120612447,-511.86271214696535,-521.7936032869502,-523.4817898703993,-523.9488302485922,-517.123631231189,-519.6626327992741,-519.9780192106895,G,H,high
-536.5229099852895,-910.4080889477702,-751.3924733463145,-650.8800997792218,-775.4313266229266,-759.4647244069793,-668.1448822886317,-782.0140050314633,I,I,high
-530.52116893238,-721.3001370978104,-598.1680809214022,-583.7423280728226,-697.4115408514081,-603.221702338071,-589.3992387547494,-697.8448702421092,I,I,high
