I,G,C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-822.7239153361085,-811.4660771474603,-816.6154770568226,-818.0714167273004,-816.5176688681667,-814.7088154036815,-816.1205757969128,-814.5449369136519,G,G,high
-823.4510698693089,-858.828233435512,-818.7210599999898,-860.2278444708751,-850.3140005135016,-820.9505002837732,-859.8140356543282,-849.9658563211871,C,C,high
-823.8036396917256,-812.3560977784327,-818.3253357421927,-822.0552645299965,-820.7808708095984,-815.3557854763247,-819.4999692705734,-817.713824174507,G,H,high
-824.4679454015366,-810.8090949139454,-818.0431681217611,-819.9030263154739,-818.5502947636415,-815.0359031778273,-816.9493176514036,-815.6878559096002,G,G,high
-826.6653454736053,-813.0017645736457,-820.0162254502993,-821.2366710373711,-820.268775011094,-816.754435720416,-817.9530398492385,-816.9989684283981,G,G,high
-826.9471195252463,-953.1018875594098,-820.2694402799603,-920.5572188472615,-916.5018282245452,-823.1344442901066,-920.0208842875714,-915.4044052000648,C,C,high
-824.2698368116459,-897.6572147969351,-834.3083913247178,-856.7933403243477,-896.4718498674857,-838.9669497297132,-857.9101069326452,-894.3499027901307,I,H,low
-828.1526592644369,-815.0522339078732,-822.3311342908147,-821.456440582247,-822.1598807055923,-818.5655063388654,-817.5691179241771,-818.3600822757245,G,G,high
-825.4932316937841,-814.5109268834925,-818.6047300401508,-820.0434743893024,-823.5916244693452,-815.9243884872978,-817.2697416768489,-820.6518032790838,H,G,high
-828.1799289588379,-820.7630273431918,-819.0112516327798,-825.4849765626935,-825.1971666915857,-816.4300247076823,-822.1867425309093,-822.0451543340323,H,C,high
-826.5658789244463,-812.5028100748342,-820.132494743908,-822.9702909396566,-820.7422976911198,-815.913407915759,-818.7747256657871,-816.6633169696241,G,G,high
-824.9882639767444,-853.5153998378787,-840.2465034867503,-842.328652498115,-837.51846248571,-841.4606021916537,-841.7979773647806,-836.184319970954,I,I,low
-828.1504852245723,-815.05088574688,-822.3292999423229,-821.4544119711436,-822.1579916378805,-818.5637995495258,-817.5671261819741,-818.3583200308643,G,G,high
-829.1379924629416,-813.6111007458652,-821.8232497582867,-822.004805075105,-821.9151135294467,-817.9459245829283,-818.3270716199645,-818.3110717871779,G,G,high
-825.248945279921,-851.4883022725322,-817.9954679947687,-844.3263040239005,-852.2121886938202,-816.7744642192962,-841.5943902550928,-849.3920624069145,H,C,high
-825.8078871789497,-825.1185367984318,-819.2236818275713,-828.752259893435,-834.0268406673965,-817.1924691578172,-826.4145020017619,-831.514618613431,H,H,low
-827.8002929696748,-814.8016161384977,-821.5284552825619,-823.1654657577433,-822.709092702836,-817.5823644513777,-818.7542974087306,-818.2841812837959,H,G,high
-825.783691827701,-851.30544248179,-816.2260267742007,-854.0744419948164,-838.1274724273553,-817.2323566065492,-853.511491578023,-837.8981535194436,C,I,low
-822.16735274895,-851.7842336645641,-834.6209661383265,-850.5268324788103,-838.1501449278786,-834.3723519861164,-851.9357099182273,-838.9227251723731,I,C,low
-821.6096896271852,-814.1053823423482,-817.2788142901692,-819.1085500439108,-817.9739120210564,-816.0198334481432,-817.4613110733222,-816.2661352521852,H,H,high
-821.2403156829157,-851.7576953579571,-819.8741178703319,-839.9361763988022,-859.5364781773956,-820.9397967765595,-840.3474360612151,-858.7440091707688,I,I,low
-827.8051222046001,-814.8035397701302,-821.532295274754,-823.1682857676697,-822.7118745179707,-817.5855781027811,-818.7569665758969,-818.2868346866106,H,G,high
-821.3102285667403,-811.8931420123146,-816.6044520440291,-816.7582574444309,-817.0512432712254,-814.7414557620431,-814.8843446079296,-815.2017687590611,G,H,low
-830.0509286849735,-883.5344793428349,-837.7917137998235,-875.2233065797899,-857.7731296820748,-837.6138521602551,-872.7634190805666,-860.2873964389371,I,H,low
-822.2581866265253,-862.8910633420691,-854.0941964979281,-847.3212685242238,-848.0906213127791,-854.6259364539172,-847.3763948646074,-848.6392008626257,I,I,low
-828.8053924877613,-834.9025147097433,-820.8577897103035,-840.8320741696231,-833.0629329490503,-822.8081123377143,-839.9851414613547,-832.7096842942112,C,H,high
-828.8059239943552,-834.8984020788597,-820.8632228512544,-840.829476995209,-833.062357751966,-822.8087525418536,-839.9803780408927,-832.7066380779206,C,H,high
-824.271753625647,-897.656829785197,-834.3098464156034,-856.7945103360352,-896.4715357873504,-838.9689816441226,-857.910995609314,-894.3494008274961,I,C,low
-833.1189561894709,-813.0306487914628,-828.2238995011307,-828.1565378105106,-828.2233775790687,-816.6590787240069,-816.611664407949,-816.5351273933919,G,G,high
-848.2175423954395,-815.2763502918177,-833.8581481605215,-837.0379129044675,-834.732900202629,-820.7744123308518,-824.1385072841198,-822.1251995205172,G,G,high
-828.7287839227399,-815.242255936792,-821.4572981980548,-825.8383361627658,-827.7169345885011,-817.4350358013589,-822.3517346783111,-824.2319252452185,G,H,high
-823.751981986248,-995.3564808730589,-951.6045560712467,-973.8162184833081,-828.1551362550953,-954.6958896728898,-977.0033503782429,-835.2861185875053,I,H,low
-825.6524339623435,-811.6286762942699,-818.7510764810709,-819.8040208530823,-818.6851621641141,-815.4433086951021,-816.5678014812077,-815.8164346415664,G,G,high
-825.2998887975996,-824.644566337345,-819.6798428607116,-827.5228500156978,-830.1011896140318,-817.8355695783774,-825.2836191693332,-827.6083411320651,H,G,high
-823.761834166846,-995.2827972039366,-951.5388936309052,-973.758592059942,-828.1553865693238,-954.6297624804213,-976.9436397708015,-835.2827891379685,I,C,low
