C_012,C_120,C_201,H_012,H_120,H_201,ground_truth,choice,confidence
-451.99395142690213,-482.21397530752176,-473.9909044603139,-451.2402762002266,-479.6881972198853,-471.681975897862,0.55,C,high
-451.6091196070751,-511.1052318059329,-495.9628288045465,-451.8825460895726,-509.4192332965263,-494.5528248725207,0.35,C,low
-450.9434618359132,-530.0727125165953,-541.3321967817725,-452.5601329497474,-529.0334866780736,-540.3402891840257,0.00,C,high
-450.9767819349074,-627.7656105113801,-593.1323595444617,-452.16987451070713,-629.2467315743663,-595.5395419093963,0.35,C,high
-455.4546429498513,-475.52135971049523,-477.2014700893972,-452.6358445795559,-471.68345097678804,-473.7022934655377,0.75,H,high
-453.01740560710715,-472.0696126577701,-477.99383849324255,-452.7977823947129,-469.43718003249774,-475.4321188779534,0.55,C,low
-458.5463291678328,-461.54702605188305,-468.04247176579514,-454.8944217956831,-457.7325967656826,-463.838726990818,0.55,C,low
-453.59630112218895,-479.5676020340376,-499.4007521076888,-454.213504452329,-478.4915941477627,-497.49451318900486,0.55,C,high
-452.7404750822361,-488.92859564005227,-494.7578561356965,-453.3382133942588,-486.5472419969674,-492.2986417742055,0.35,C,high
-456.4971673201852,-479.2300652013665,-479.18136537488647,-453.51115229492586,-473.6596907896368,-473.53168257961164,0.55,H,high
-461.12838133798294,-771.5274511142593,-879.1422296646878,-481.7432453194025,-775.2938387317175,-880.1096041758224,0.00,C,high
-451.7120643949999,-481.387325836792,-468.43635283108364,-451.64281806069226,-479.3550882429344,-467.233409964062,0.00,C,low
-454.10108026842397,-461.7302612159998,-457.39213044697533,-450.2176393708938,-456.9054755826127,-452.91398255680974,0.75,H,high
-452.25089011247286,-455.23245993071873,-454.2928799914101,-448.9240883411254,-451.81698667499063,-450.7440212507153,0.55,H,high
-450.3635865095931,-487.2812651812211,-488.87416800700544,-451.05192278378456,-486.30750262293174,-487.775191098061,0.20,C,high
-452.57576057599937,-500.2428525441831,-496.7043379612446,-453.5240733188437,-498.8237495187304,-495.69753491827476,0.20,C,high
-451.30202333192375,-537.1805228938433,-532.9298984295134,-450.6624464170123,-536.0101913364466,-531.6495026481164,0.35,H,low
-454.2896982142595,-522.2482670951924,-528.5508070845809,-454.8610196188435,-520.2266965927402,-526.1020720718774,0.00,C,high
-457.94852076228574,-465.01848833001566,-469.7212825206955,-454.6879819137008,-461.24158457698053,-465.7293985155388,0.75,H,high
-457.0122848204934,-501.7197466487799,-480.5876872546966,-451.0170503039602,-493.72251850275336,-472.79809609056605,0.55,H,low
-457.8738679052012,-466.22614921454993,-463.09793627400194,-453.82673914952,-460.2298737208101,-457.41234633431657,0.75,H,high
-451.292131396291,-494.6311740197131,-480.4984406140559,-451.24899002432477,-492.71277257558387,-478.65746037699216,0.35,C,high
-450.1240710432069,-451.12329199511254,-450.9850467072887,-446.1232386432562,-447.16509518632836,-447.03735600325393,0.55,H,high
-451.92482831578445,-473.5244480841232,-498.8721947005445,-451.0048580913349,-471.68513108754786,-495.98196451772714,0.35,H,high
-455.0458613320557,-480.9209210734932,-490.95878364009064,-458.98382547456004,-478.95474655599395,-489.45599287878713,0.20,H,low
-455.5632471339872,-583.5392665251896,-574.7554336057948,-463.6121076732055,-583.1305575053759,-574.5871906189738,0.00,C,high
-453.2320926707908,-462.0669122100756,-461.2857541421708,-450.815085735551,-458.0083520878925,-457.5049904781564,0.75,H,high
-451.62043740981306,-470.49565281487617,-469.54513201373356,-449.28166649996484,-467.2567501941093,-466.36096725502705,0.00,C,low
-456.50412894854134,-559.8216375066826,-545.6928685171746,-454.90059991031046,-555.1702443815997,-540.9491070986948,0.55,C,low
-451.5309989413703,-463.41479771594203,-461.2596513843729,-449.2654656964768,-460.7426356615869,-458.61753322507496,0.35,H,high
-455.1757037731909,-545.0389864003686,-517.2001359450676,-459.6317065906149,-543.737435119954,-516.1240534926307,0.20,C,low
-451.14127246085894,-470.8018200246693,-467.7957178736231,-449.8241062460598,-468.2046196739672,-465.2939688106958,0.20,H,low
